ft_sigma_c,zi_alpha,zi_delta,p_zi,zi_mu,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.25,0.08,0.21999999999999997,0.18,0.15,18.601932223591678,6.655401213337398,2.6247531325516924,3.6696658319537927,2.048028054738647,3.604083991010147,0.0022360367517000874,3.539043721596835,-0.0761604753337422,0.009664709429242885,-0.0025795498630135244,0.002655482365715074,0.2309801379682139,0.15716824210929453,0.14736381164083687,0.14275858146012638,3.854224914793282,0.059352993948870725
0.25,0.08,0.21999999999999997,0.27999999999999997,0.0125,27.283281240327117,15.16795833483525,2.33018000764832,5.002462007134279,3.4546317871914183,1.3280491035178492,0.002189636628759178,24.833452828685406,-0.09971506851548695,0.005781077300355816,0.008824518790445745,-3.228785024427522e-05,0.32827185275683307,0.1802888943100329,0.10119192225400607,0.09635903354975106,2.9295285176204993,0.13526813942637672
0.25,0.08,0.21999999999999997,0.27999999999999997,0.058333333333333334,21.085496024070487,9.892352768634893,3.3770097493481583,4.540169002124084,2.450217027207507,0.825747476755842,0.0023545295691080512,8.04293628539279,-0.09607990308716612,0.006977389523131382,-0.0021907610026959084,0.005997878564434077,0.28912677791392905,0.1694981093983711,0.1259955062370551,0.12730475832139496,3.333331071171163,0.0882201891660947
0.25,0.08,0.21999999999999997,0.27999999999999997,0.10416666666666666,19.578425704508792,9.094837793095733,3.341735010652748,4.168956781689349,2.004145208511815,0.9687509105591492,0.0023489732162917092,6.955092874931189,-0.09066931153041585,0.0019861055797968513,-0.0009095349777994123,0.004668808602045265,0.25776957938562467,0.15630231977158304,0.14545359711257003,0.12631569762432684,3.3601419372785606,0.08110793552427809
0.25,0.08,0.21999999999999997,0.27999999999999997,0.15,19.851718086631294,8.148389298028173,3.285510895461115,4.408262325867148,1.958281770380049,2.0512737968948134,0.0023401169913458953,5.663088158639498,-0.08938250186704201,0.00824175279409937,-0.0001581817208735208,0.006662866774625399,0.26522904120655205,0.1576062056541554,0.13752589733906195,0.14249641142265138,3.563097736253703,0.07266748993730293
0.25,0.08,0.21999999999999997,0.38,0.0125,31.688604721514306,17.560503261452734,2.6316088772646284,5.0951836938688455,3.946225307039865,2.4550835818882306,0.002237116644503058,29.482129908076544,-0.10515672827811624,0.0006999694569567323,0.007582180990535097,0.002679748526988341,0.36852659025767376,0.18528749651288268,0.11406177517315252,0.08344048356171019,2.718227504110779,0.15660490035182656
0.25,0.08,0.21999999999999997,0.38,0.058333333333333334,23.80703138762144,12.256334456794102,3.2295061167092025,4.830709565797193,2.9818350723336255,0.5086461759873195,0.002331295315504898,8.539216671002388,-0.09639685024554684,0.009210125039898017,0.003980946696966602,0.0030470848114231256,0.2812188622127411,0.14777376853209287,0.10346226318292347,0.10732271317953417,3.2738796280045595,0.10930222259052225
0.25,0.08,0.21999999999999997,0.38,0.10416666666666666,21.388573317820782,9.936067923015079,3.5032703979571105,4.637592652031798,2.634185492663452,0.6774568521533423,0.00237441770255531,7.214389607296898,-0.09442223317335585,0.003141412071611936,0.0035482786536613167,0.006663526257906285,0.25444934926597323,0.14616496148085575,0.10843642977455015,0.10844479553102843,3.3055289410022577,0.08861004174000137
0.25,0.08,0.21999999999999997,0.38,0.15,21.29017414191763,9.608733681623763,3.503576742091694,4.554975586695339,2.3473498823965757,1.2755382491102596,0.00237446595680631,6.2788259336301415,-0.09098187697798321,0.011061797567580188,-0.004757297099143268,0.006022639044284413,0.240666438526574,0.1434131733691084,0.12996273192598076,0.13085786565303434,3.417659676808172,0.08569086878170956
0.25,0.08,0.32,0.08,0.0125,19.745928856308186,8.814253802674667,2.0482129817890256,3.4576027957328823,1.7423732509252052,3.6834860251864066,0.0021452221742177275,2.753066669662945,-0.06824110315515769,0.006876323129346426,-0.0002999232204465493,0.006998486633513831,0.24792988718630538,0.16418522538228406,0.14947390798019355,0.14468645873225852,3.869111531501261,0.07860568218871089
