family,fund,regime,mode,im_regime,im_mode,im_flat,reanchor,scenario,c,seed,drawdown,client_defaults,cm_defaults,bcm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,mutualised_l4,total_df,ccp_cash_used,im_open,im_peak,im_trough,im_mean,im_peak_to_trough,im_max_jump_pct,im_responsiveness,error
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,56,-40.54247926473885,24,0,0,0,0,0,0,1667314342.5983727,0.0,2667902737.5,5864868675.0,2667902737.5,4798552538.068182,2.198306779540159,0.4205347225481453,0.9518819079074833,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,56,-43.62698946424568,33,0,0,0,0,0,0,1651116196.9924974,0.0,2557849050.0,5610377400.0,2557849050.0,4913325883.522727,2.193396596253403,0.4580861310013584,0.9479814754681655,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,56,-46.37076888590003,40,1,0,1,2,0,0,1767396450.4082768,5231236.062381744,2587736250.0,5363766600.0,2587736250.0,4696708583.522727,2.0727640229950017,0.4183637146173611,0.8521562945132012,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,56,-51.60726294552791,42,2,0,2,2,0,0,1649672079.6974614,-56358013.937618256,2542869787.5,5606803800.0,2542869787.5,4639709786.363636,2.2049118785245705,0.4429603977509997,0.9571287064156349,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,57,-30.47221848513386,22,1,0,1,1,0,0,986713313.8672725,-277875.0,8968294083.626825,23591931219.043762,8968294083.626825,18528550956.387543,2.6305929532479224,0.3598367760139982,1.2952709254918415,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,57,-34.02394726220906,21,1,0,1,1,0,0,1059815302.2159798,-15677250.0,9472203292.387558,29128576872.92871,9472203292.387558,21825162216.935364,3.0751638213189763,0.3895222534453684,1.6484183609607057,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,57,-37.342481725637924,28,1,0,1,1,0,0,1392713698.9818413,-12403875.0,9479739834.591436,31360765017.049698,9479739834.591436,23165746955.90863,3.308188364264461,0.4812967774231638,1.8335227518524404,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,57,-40.45921341764205,33,0,0,0,0,0,0,1133996414.8920977,0.0,8579264505.026901,32658318972.63488,8579264505.026901,24723275139.156662,3.80665719695426,0.5171252381597138,2.229484346658122,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,57,-43.513162025202924,37,2,0,2,2,0,0,1935709406.5541573,75556502.09085178,9535277452.93405,39681111831.96873,9535277452.93405,28020905873.423492,4.161505737807206,0.5130034992372661,2.511360333552652,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,57,-46.347369837212426,45,2,0,2,2,0,0,1691755965.7774537,-21308651.11670971,9195835157.767355,37851503928.97823,9195835157.767355,29790721516.0838,4.116157290728138,0.582879551902441,2.475337532828092,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,57,-51.58527288219204,53,3,0,3,3,1,0,1672827040.27804,-216921057.09632397,10914895243.966032,46041637316.71234,10914895243.966032,32622355681.693893,4.218239047430625,0.5159722523349104,2.5564267655617994,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,57,-56.41957038432217,54,3,0,3,3,1,0,1948004641.4936514,-16497597.985138893,10946277611.750355,45963609584.185646,10946277611.750355,33744309272.1627,4.199017347673122,0.6135279975162482,2.5411578973964883,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,56,-56.41336023313159,51,2,0,2,1,0,0,2068973171.7685168,-85666875.0,2419458562.5,5317491900.0,2419458562.5,4128932895.4545455,2.1978024267154606,0.3942319377912471,0.9514812723296583,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,57,-18.75420422440468,0,0,0,0,0,0,0,460744398.7770457,0.0,8095713522.987885,12841466867.552296,8095713522.987885,11184200907.232174,1.5862056915784855,0.19692588595018012,0.46565587515083745,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,57,-22.857527243374143,7,0,0,0,0,0,0,663731071.4165769,0.0,8226909220.278098,16896147100.531538,8226909220.278098,13819844401.647972,2.0537660800832795,0.31584535535131675,0.8370651688900389,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,57,-26.768016502982196,11,0,0,0,0,0,0,853045276.0159312,0.0,8417805028.88606,20963321131.33721,8417805028.88606,15913223112.849915,2.490354796695893,0.27968704894909746,1.1838719362685646,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.0,57,-33.979102201892466,21,0,0,0,2,0,0,1153492851.0671823,-14999772.186897278,2392531929.6782207,14435088174.71328,2392531929.6782207,10189385008.709305,6.033394161078009,0.6203969399805993,3.998305708606527,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.25,57,-37.342481725637924,22,0,0,0,2,0,0,1297017752.4994435,-426138.7443227768,2289669781.7952576,16553744419.458975,2289669781.7952576,11555539295.165703,7.229751884343649,0.9018503882953297,4.9486393724108435,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.5,57,-40.495089465895326,27,0,0,0,3,1,0,1348608348.8428473,-773096312.5106468,1867926820.325255,18034061638.44876,1867926820.325255,12779762177.744873,9.654586808335756,0.9506741326699994,6.874820992359652,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.75,57,-43.48625498901296,34,0,0,0,4,1,1,1636978100.2761235,-1789558522.9951553,2394468205.315602,20643092019.741596,2394468205.315602,14547794538.319016,8.621159376397209,0.7863844979411019,6.053911946034233,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.0,57,-18.77214224853132,2,0,0,0,2,0,0,460675139.6381347,371553.4374961853,2151308488.6261516,6133546761.121851,2151308488.6261516,4908882913.092496,2.8510772832206874,0.53515909756163,1.4704139258166136,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.25,57,-22.86649625543746,3,0,0,0,2,0,0,608155107.1699365,-1137697.3575992584,2189722014.0906553,8050924001.358512,2189722014.0906553,6266681109.939564,3.676687702617763,0.6070776081730367,2.126242328544638,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.5,57,-26.768016502982196,8,0,0,0,2,0,0,800271046.94508,534645.7380857468,2123043869.1019921,9273324384.611748,2123043869.1019921,7219070104.490968,4.367938185155915,0.5646403301899612,2.6753411397963633,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.75,57,-30.539486075608767,21,0,0,0,2,0,0,1029238227.8497189,5301469.883710861,2263438571.274091,13275488102.745634,2263438571.274091,9412969274.84146,5.86518594815359,0.6522916008391311,3.8646885436384317,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,57,-46.365307861339076,52,0,0,0,3,1,0,1736833193.1850197,-2426984600.4224358,2351694761.672763,20005426314.29493,2351694761.672763,14812047788.597383,8.506812465774704,0.8383759572177736,5.9630798174799375,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,57,-51.65254047266694,56,0,0,0,4,1,1,1917087731.9563537,-6868990608.05216,2332734867.443928,24935986435.9327,2332734867.443928,17571505822.347836,10.6895930540345,1.0564268140333977,7.696984178509651,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,57,-56.40163236019553,55,0,0,0,4,1,1,2137082166.5608761,-4307090412.755306,2285357745.4939175,27003453785.391464,2285357745.4939175,18613593468.865997,11.815854143026263,1.0904648986736363,8.591636176224991,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.0,57,-18.749719718373026,0,0,0,0,0,0,0,390903978.6486126,0.0,7704249060.25898,11998189982.275791,7704249060.25898,10336291752.696014,1.5573471065682902,0.22019437813830312,0.44273189155328463,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.25,57,-37.32454370151128,23,0,0,0,0,0,0,356817998.519423,0.0,6778399349.494777,11449803911.475067,6778399349.494777,9519900446.137726,1.689160422855356,0.41090916637012853,0.5474385602772095,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.5,57,-40.53545002018028,28,0,0,0,0,0,0,401186420.41675466,0.0,6035288901.794674,11751545001.386429,6035288901.794674,9438599751.633896,1.9471387687658084,0.47659183640438063,0.7523651486073629,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.75,57,-43.46831696488632,40,0,0,0,0,0,0,361234613.6230527,0.0,6335692441.528676,11854362133.636395,6335692441.528676,9268834708.60599,1.8710444427406854,0.5046238508912473,0.691919181452338,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.0,57,-46.44602896990896,46,2,0,2,3,1,0,456715390.40554494,46430319.550252914,5650172666.788442,11637513476.187475,5650172666.788442,8998898494.87535,2.0596739537877236,0.550414194208495,0.8417581224721096,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.25,57,-22.853042737342477,3,0,0,0,0,0,0,407149759.412118,0.0,7451427744.727103,11888696643.523777,7451427744.727103,10216104461.503693,1.595492441289073,0.3387977725286946,0.4730328583939478,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.5,57,-26.75456298488722,12,0,0,0,0,0,0,410004393.977765,0.0,7255652562.406885,11904552678.367626,7255652562.406885,9988487337.858368,1.6407280497480963,0.2945668149185736,0.5089660251092814,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.75,57,-30.47221848513386,16,0,0,0,0,0,0,378609131.45980793,0.0,7158885398.187935,11772476924.59754,7158885398.187935,9737039259.184113,1.6444566814238153,0.3697914785305516,0.5119278852055162,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.0,57,-33.988071213955784,20,0,0,0,0,0,0,346219271.47263664,0.0,7192715507.26484,11724726685.19587,7192715507.26484,9608166512.453526,1.6300834745032768,0.3916642835345576,0.500510445314605,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.5,57,-51.61217991838198,52,3,0,3,3,1,0,406301133.23178595,-710220349.5399485,6163414877.528071,11304638956.673107,6163414877.528071,8621736332.213938,1.834151875430297,0.45637770095262753,0.6626133576360914,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,4.0,57,-56.41957038432217,57,3,0,3,3,1,0,403798378.0684536,-446657297.7357321,5718267841.838329,10933960306.83718,5513052816.110628,8315809294.140355,1.9832859708663042,0.5559723001165877,0.7245402862005319,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.0,57,-18.763173236468,3,0,0,0,0,0,0,382526873.4386825,0.0,7808100300.0,12119468850.0,7808100300.0,10515784142.727272,1.5521661331630179,0.22019437813830334,0.4386163554201076,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.25,57,-22.87994977353245,6,0,0,0,0,0,0,391791642.7864921,0.0,7551871020.0,12107268180.0,7551871020.0,10219174585.90909,1.6032143753429728,0.3387977725286946,0.4791668212868079,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.5,57,-26.794923539172157,16,0,0,0,0,0,0,381767613.22574663,0.0,7353456840.0,11804430420.0,7353456840.0,10205312843.181818,1.6052899577499935,0.2945668149185736,0.4808155721537371,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.75,57,-30.467733979102206,21,0,0,0,0,0,0,369849960.490725,0.0,7255385280.0,11950336800.0,7255385280.0,9898885718.181818,1.6470988567543032,0.3697914785305516,0.5140267124320267,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.0,57,-33.979102201892466,23,0,0,0,0,0,0,355760714.24238396,0.0,7289671410.0,11647641600.0,7289671410.0,9641155191.818182,1.597828070003501,0.39166428353455784,0.47488817854636023,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.25,57,-37.342481725637924,26,0,0,0,0,0,0,351666903.00415826,0.0,6869770380.0,11744296110.0,6869770380.0,9614327003.181818,1.7095616680568004,0.4109091663701283,0.5636444071751895,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.5,57,-40.481635947800356,26,0,0,0,0,0,0,339874154.07311654,0.0,6116643000.0,11991354480.0,6116643000.0,9443162556.818182,1.960447009903962,0.47659183640438063,0.7629366267812072,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.75,57,-43.52213103726624,38,1,0,1,3,1,0,397896275.7229316,35324767.00392914,6421095900.0,11357896680.0,6421095900.0,9473259893.181818,1.7688408422618327,0.5046238508912475,0.6107331614114958,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.0,57,-46.365307861339076,48,1,0,1,2,0,0,386066079.94054544,-27699514.853383064,5726335500.0,11819382840.0,5726335500.0,8990774610.0,2.064039531040401,0.550414194208495,0.8452259439643579,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.5,57,-51.64357146060361,54,3,0,3,3,1,0,405535042.06074035,-812302053.5075207,6246496080.0,12690367200.0,6246496080.0,8561463928.636364,2.031597720941818,0.45637770095262753,0.8194556048326191,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,4.0,57,-56.41957038432217,54,3,0,3,4,1,1,368159225.0317512,-454442599.77858067,5795348580.0,11770467840.0,5795348580.0,8424988352.727273,2.031019821761955,0.5559723001165877,0.8189965472830014,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.0,57,-18.758688730436347,0,0,0,0,0,0,0,1165455067.9934847,0.0,3253375125.0,5034675975.0,3253375125.0,4310680039.772727,1.5475239655925015,0.22019437813830334,0.4349288228121847,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.25,57,-22.839589219247504,2,1,0,1,0,0,0,1352776621.9088864,0.0,3146612925.0,5040342450.0,3146612925.0,4338827702.840909,1.6018311022478242,0.3387977725286946,0.47806801031832413,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.5,57,-26.803892551235485,11,1,0,1,0,0,0,1183861801.27212,0.0,3063940350.0,4979073825.0,3063940350.0,4205094452.2727275,1.6250557309315763,0.2945668149185736,0.49651662818429015,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,1.75,57,-30.494641015292167,14,1,0,1,0,0,0,1168767716.47114,0.0,3023077200.0,5114950500.0,3023077200.0,4081599714.7727275,1.6919682037891721,0.3697914785305516,0.549668937270731,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.0,57,-34.02843176824073,21,0,0,0,0,0,0,1035648819.8215938,0.0,3037363087.5,4953438750.0,3037363087.5,4019877206.818182,1.6308352367833272,0.39166428353455784,0.5011076120215328,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.25,57,-37.3335127135746,21,1,0,1,0,0,0,1258976322.6459236,0.0,2862404325.0,4782910275.0,2862404325.0,3994215585.2272725,1.6709415344388847,0.4109091663701283,0.5329662810896719,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,57,-40.481635947800356,28,0,0,0,0,0,0,1202677653.0990732,0.0,2548601250.0,5032226100.0,2548601250.0,4015049322.7272725,1.9745050741068262,0.47659183640438063,0.7741037312350796,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,57,-43.46831696488632,40,0,0,0,0,0,0,1154771082.8547633,0.0,2675456625.0,4851439500.0,2675456625.0,3766290073.8636365,1.8133127088165744,0.5046238508912475,0.6460596453362375,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,57,-46.365307861339076,43,1,0,1,1,0,0,1248310937.656613,-44611500.0,2385973125.0,4764339450.0,2385973125.0,3790364239.2045455,1.996811866856212,0.550414194208495,0.7918232608281027,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,57,-51.648055966635276,55,4,0,4,3,1,0,1034566579.2375335,-7947550.838568687,2602706700.0,4869345375.0,2602706700.0,3759262932.9545455,1.8708774888080935,0.45637770095262753,0.6917865606321927,
H2,kalman,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,57,-56.37472532400556,54,3,0,3,2,0,0,1107468064.1556885,-620080905.0747099,2414728575.0,4606189500.0,2414728575.0,3463796338.068182,1.9075392355432743,0.5559723001165877,0.7209090307920433,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,58,-33.99425802978647,23,1,0,1,2,0,0,1542221088.5946593,-92966647.9509077,8954260332.892498,32471977155.935135,8954260332.892498,23351327334.94399,3.6264276387690977,0.30224012035568615,2.0863179566853898,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,58,-37.295890902565944,27,1,0,1,1,0,0,1978124000.0206416,-36279375.0,9100179787.766386,34840615928.73804,9100179787.766386,25651288818.4759,3.8285634725124007,0.21156018081870331,2.246885723108176,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,58,-40.480890005383095,30,1,0,1,1,0,0,2112638972.4435065,-6584250.0,10024061442.402393,38716742065.69143,10024061442.402393,28036019449.22641,3.8623807613466177,0.37583527852001475,2.2737486817139225,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,58,-43.450565225192896,37,3,0,3,2,0,0,3471685227.819131,59914458.07474804,9715788059.226936,48682688362.61475,9715788059.226936,32416340736.342358,5.010678296587742,0.37040909791805343,3.1859054577193366,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,58,-46.34397990310425,40,1,0,1,2,0,0,2346556369.1974416,82112769.17912292,10061978139.658123,44890093074.136215,10061978139.658123,32096018448.94667,4.461358636549518,0.4400254674500472,2.7495502146580155,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,58,-51.65081643638973,47,3,0,3,3,1,0,4612469820.014682,114084674.75792503,11665831337.13873,49821190044.52421,11665831337.13873,36542582598.05204,4.270693498363557,0.4720955562039211,2.598094261469182,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,58,-56.39691369101023,45,5,0,5,3,1,0,5715594558.770099,-89074363.75045872,11684370268.150276,56447199449.513306,11684370268.150276,39250752019.83942,4.831000572053022,0.38893849113598966,3.0431774199924564,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.0,58,-18.778036963933253,0,0,0,0,0,0,0,490241340.7133252,0.0,1647626521.3949072,5997150513.161274,1647626521.3949072,4997655013.164,3.639872528929669,0.8076167098911646,2.0969979827990386,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,58,-18.75112147855733,1,0,0,0,0,0,0,744184253.4438719,0.0,8169700834.520434,15572924472.7669,8169700834.520434,12697252274.735636,1.9061805062634265,0.21711954841621584,0.7198297163449301,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,58,-22.89162031221963,5,0,0,0,0,0,0,1082632774.6667495,0.0,8018298841.8831005,18926320790.846973,8018298841.8831005,14711098993.613964,2.360391046039152,0.28429284746651073,1.0806344806802517,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,58,-26.736048806746815,13,1,0,1,1,0,0,1720360316.3010747,-2397000.0,8253431940.298422,27850559357.362946,8253431940.298422,18139398591.235157,3.3744216416663084,0.2390690196769587,1.886135538107751,
H1,kalman,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,58,-30.472815359770323,17,1,0,1,2,0,0,1477003234.5001924,-57843310.258597374,8795635162.233072,25661783104.437828,8795635162.233072,20077338261.47886,2.917558838118373,0.2769992008348441,1.5232239327339985,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.25,58,-22.860218912614393,5,0,0,0,2,0,0,662097941.3027447,-2979781.8344106674,1615740067.9500787,8111553268.766222,1615740067.9500787,6145857267.145602,5.020333053358954,0.8883816610143782,3.1935747694954832,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.5,58,-26.749506549434777,11,0,0,0,2,0,0,805950489.6503927,40639526.84413719,1617121394.1737413,9683366821.281609,1617121394.1737413,7151790651.86023,5.988027155023366,0.8229747722385634,3.9622681654525818,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,1.75,58,-30.472815359770323,18,0,0,0,2,0,0,1103169469.3583138,31038229.09650135,1673833036.7590404,12779850277.695015,1673833036.7590404,8636064174.70631,7.635080678321419,0.8693245967933092,5.2706146397872455,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.0,58,-34.03014534362103,22,0,0,0,2,0,0,1260682784.3140018,7433709.606886864,1724709649.1695526,13844482019.582289,1724709649.1695526,9753948201.711592,8.027137800410872,0.7581748876093699,5.582047477984518,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.25,58,-37.313834559483226,28,0,0,0,3,1,0,1359341958.964846,75316388.3724432,1725027157.2212937,15306800701.932587,1725027157.2212937,10661952237.004858,8.87336795705238,0.669027017989964,6.254255288026181,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.5,58,-40.44051677731921,27,0,0,0,3,1,0,1688895198.3896644,3855743.61140728,1932791905.6831596,17968860171.010033,1932791905.6831596,12651046154.816803,9.296841588675221,0.8964120201731713,6.59064401193238,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,2.75,58,-43.50888211017405,35,0,0,0,3,1,0,2022846922.995659,-317470240.3754511,1787076986.1790988,21405552422.576145,1787076986.1790988,14384879241.93888,11.977968821781305,0.9801178988790449,8.720412907148916,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,58,-46.339493988874935,36,0,0,0,4,1,1,1799233651.3825364,-3259098327.921583,1826394695.7285903,18306688548.551613,1826394695.7285903,13593267962.536674,10.02340216567956,0.8884683885576015,7.167791600561268,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,58,-51.632872779472464,51,0,0,0,4,1,1,2119122658.089704,-6212927543.430677,2140681819.5234852,21176198794.945328,2140681819.5234852,15313077904.57001,9.892268249215636,1.0024168838451608,7.063624617008892,
H1,kalman,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,58,-56.40588551946887,51,0,0,0,4,1,1,2739339971.114019,-10917737886.157017,2056777314.0023806,24086292322.23559,2056777314.0023806,17513352288.321278,11.710695250408481,0.8823017000794968,8.508102602813294,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.0,58,-18.800466535079853,0,0,0,0,0,0,0,644287081.345648,0.0,7739405263.9314575,12505299727.034946,7739405263.9314575,11476309779.834307,1.6157959559650341,0.24029107119744952,0.48916107248483187,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.25,58,-22.878162569531668,9,0,0,0,0,0,0,677388554.9043025,0.0,7431104565.8039875,12143044570.73398,7431104565.8039875,11157020634.433533,1.634083394090983,0.30423752654147584,0.5036878045298163,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.5,58,-26.76296429212274,16,1,0,1,2,0,0,707320693.7247696,2108958.0747480392,7435307521.07847,11950129909.348106,7435307521.07847,10721919995.966267,1.6072139417866034,0.2523928690649442,0.48234389997998417,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,1.75,58,-30.499730845146246,18,1,0,1,1,0,0,809694969.5781721,-4780125.0,7157301153.388831,11914111961.755758,7157301153.388831,10488297631.380573,1.6646095653128523,0.2831250011166593,0.5279364448612464,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.0,58,-33.99425802978647,24,1,0,1,1,0,0,778607161.0334235,0.0,6826244075.245454,12099361151.669739,6826244075.245454,10322626231.220394,1.7724770779214596,0.3006499738335944,0.6136216261989645,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.25,58,-37.291404988336616,22,1,0,1,1,0,0,689653030.3279394,0.0,7269852599.660282,12007594482.105356,7269852599.660282,10367638909.494768,1.6516971035515173,0.19217700667395277,0.5176793563201313,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.5,58,-40.498833662300385,27,1,0,1,2,0,0,722498084.6688348,25716939.34768772,6882146781.5494175,11855999660.211252,6882146781.5494175,10150749663.71132,1.7227182210057488,0.26689520274243295,0.5740953909602738,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,2.75,58,-43.49542436748609,31,1,0,1,2,0,0,508534164.80915195,32578189.741402626,6376804482.095002,11662804381.47307,6376804482.095002,10143966461.752459,1.82894181783686,0.3448635055130267,0.6584747183101486,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.0,58,-46.35743764579221,40,1,0,1,3,1,0,637424746.5929575,36031252.73027897,6365051143.984256,11986034721.969936,6365051143.984256,10053523696.310642,1.8831010860451909,0.3954633562379881,0.7014964456618059,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,3.5,58,-51.65081643638973,46,2,0,2,3,1,0,741606199.0847774,31716421.63983345,6700347142.60075,11380568151.212193,6700347142.60075,9722530698.921106,1.6985042579144352,0.36293282158971696,0.5548608895964362,
H2,kalman,stressed,tiered,static,static,0.05,1,gapped,4.0,58,-56.41485734792751,49,4,0,4,3,1,0,1137296575.4466677,97361028.20091915,6100788099.926838,11736693772.03035,6100788099.926838,9521289238.986519,1.9237996107701396,0.36334669033876854,0.7338255537213215,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.0,58,-18.715234164722773,0,0,0,0,0,0,0,609452916.870052,0.0,7843730400.0,12329139240.0,7843730400.0,11551861455.0,1.5718463806456173,0.24029107119744952,0.4542494736179508,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.25,58,-22.860218912614393,8,0,0,0,0,0,0,695044382.0736513,0.0,7531273890.0,12539692800.0,7531273890.0,11219598548.181818,1.6650161689976728,0.30423752654147607,0.5282594328455233,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.5,58,-26.78090794904001,15,1,0,1,2,0,0,742248789.8352698,38538439.741402626,7535533500.0,12333648600.0,7535533500.0,11066579708.181818,1.6367319712665334,0.2523928690649442,0.5057917170989087,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,1.75,58,-30.463843531311685,19,1,0,1,1,0,0,758245787.8536916,-4931250.0,7253779680.0,11918990700.0,7253779680.0,10648998248.181818,1.6431420894768616,0.2831250011166593,0.5108836315035833,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.0,58,-33.958370715951915,22,1,0,1,1,0,0,663761430.898445,-17782500.0,6918260040.0,12509937000.0,6918260040.0,10619640402.272728,1.8082490290434357,0.30064997383359415,0.642037282076858,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.25,58,-37.30486273102458,26,1,0,1,1,0,0,684133381.6689343,0.0,7367848290.0,11662372980.0,7367848290.0,10481043332.727272,1.5828736587625911,0.19217700667395254,0.46300905564838835,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.5,58,-40.46294634846582,30,1,0,1,2,0,0,710515342.9176189,21663939.34768772,6974916300.0,12019782600.0,6974916300.0,10345667933.181818,1.7232870020246696,0.26689520274243295,0.5745472054461099,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,2.75,58,-43.46850888211018,32,1,0,1,3,1,0,557435380.9653726,33310527.981096268,6462762120.0,11824860960.0,6462762120.0,10237559979.545454,1.829691506578305,0.3448635055130267,0.6590702378897152,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.0,58,-46.339493988874935,40,1,0,1,3,1,0,643375284.0603471,37271798.17747021,6450850350.0,11910481920.0,6450850350.0,9964057163.181818,1.8463429274870715,0.3954633562379881,0.6722973902138384,
H2,kalman,stressed,tiered,flat12,flat,0.12,1,gapped,3.5,58,-51.60595729409654,49,2,0,2,3,1,0,782166526.1222436,25923999.182359695,6790666050.0,11917677420.0,6790666050.0,10069098669.545454,1.7550086150974837,0.3629328215897172,0.5997454519128791,
