family,fund,regime,mode,im_regime,im_mode,im_flat,reanchor,scenario,c,seed,drawdown,client_defaults,cm_defaults,bcm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,mutualised_l4,total_df,ccp_cash_used,im_open,im_peak,im_trough,im_mean,im_peak_to_trough,im_max_jump_pct,im_responsiveness,error
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.0,66,-33.942359490034114,22,0,0,0,3,1,0,1291684499.1693003,54795675.83043194,2473941767.3524604,15519064211.140675,2473941767.3524604,11286600319.972351,6.2730111176985055,0.9637111883047729,4.188646821357662,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.25,66,-37.273298617346015,23,0,0,0,2,0,0,1472712929.5497882,29569273.495750427,2493370683.676724,17612997967.954884,2493370683.676724,12978495741.430353,7.063930799885222,0.9657353589613702,4.816918436720113,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.5,66,-40.45160711079189,27,0,0,0,2,0,0,1672247330.5630698,89793620.29893112,2630396543.251017,19452586912.178444,2630396543.251017,14227522695.1797,7.395305837855222,0.911558978435435,5.080148111091847,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.75,66,-43.46381756150117,37,0,0,0,4,1,1,1771010986.7856507,-2932362883.4337273,2859821774.647024,19938326764.52447,2859821774.647024,15429681008.069609,6.971877388053448,0.8171990844941879,4.743795277626039,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.0,66,-46.32339737834441,43,0,0,0,3,1,0,1760116476.2973413,-644641341.394105,2830256927.4848895,24955688007.55376,2830256927.4848895,17346687027.343,8.817463801680598,0.9725786132218914,6.2098474994833595,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.5,66,-51.6340456096247,47,0,0,0,4,1,1,2145350055.8690548,-12187552903.68211,2764293257.436206,24042311677.679165,2764293257.436206,17950757943.24021,8.69745335919158,1.1377756744989607,6.11451651169649,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,4.0,66,-56.37457353205244,47,0,0,0,4,1,1,2440660811.6194034,-1441466388.2928734,2956170269.733957,30518293388.133507,2956170269.733957,22099168809.01993,10.323591201964165,0.9368989919049651,7.406248494463805,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.0,67,-18.778310983540393,2,0,0,0,0,0,0,1007067787.2599857,0.0,7861259239.102978,15850472765.394045,7861259239.102978,12736723336.075659,2.0162765637535047,0.24264467651916055,0.8072851551741782,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.25,67,-22.864062429923305,5,0,0,0,0,0,0,1102527886.534822,0.0,7876699405.831869,21310292247.27158,7876699405.831869,16233805542.852184,2.705485019714418,0.3134912617121446,1.3547618708260725,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.5,67,-26.7704175449612,17,0,0,0,0,0,0,1344337727.413085,0.0,7651786226.800643,27434194685.433582,7651786226.800643,19460546063.812626,3.5853320874731676,0.24564361555892256,2.053673468277262,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.75,67,-30.47495178723595,15,0,0,0,0,0,0,1382223956.570233,0.0,7891950623.061231,30122398565.723206,7891950623.061231,21546957776.907017,3.816850865450416,0.3721062041686196,2.2375817460740053,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.0,67,-33.99111988159842,22,0,0,0,0,0,0,1534673883.0986714,0.0,8548710541.844147,34352773497.499935,8548710541.844147,24938668970.253925,4.018474286776971,0.34391431369404923,2.397742474735496,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.25,67,-37.336861461183126,21,0,0,0,0,0,0,1454696723.850939,0.0,9138917523.091404,38551588607.04509,9138917523.091404,27853819172.740387,4.2183976942166685,0.3138606417308818,2.5565527875521283,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.5,67,-40.51217652599004,26,0,0,0,0,0,0,1707562144.9586146,0.0,9630469808.961603,41416334103.41643,9630469808.961603,30298586804.85016,4.3005517825180855,0.2764585339694985,2.6218123618530944,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.75,67,-43.50361035116832,28,0,0,0,0,0,0,1632606139.6123846,0.0,9097941713.755054,45396127309.39186,9097941713.755054,33764333150.544033,4.989714018584893,0.37481598404517347,3.1692523624652877,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.0,67,-46.3739516526887,37,0,0,0,0,0,0,2112389975.8807783,0.0,9564245517.678465,52972683525.96759,9564245517.678465,37219876856.18165,5.538616028630106,0.3759410894571831,3.605275842843652,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.5,67,-51.65268870251602,44,2,0,2,2,0,0,2568375999.6159835,-9468740.627863884,11035855858.55241,67614675079.833115,11035855858.55241,45683867493.86551,6.126817525206626,0.4108242283251291,4.072517097216052,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,4.0,67,-56.39772166659191,49,3,0,3,2,0,0,2620560733.05316,107603053.39161015,10514867246.458418,70368709300.04309,10514867246.458418,50302420402.69678,6.692306013063973,0.5219527752242612,4.521716141994827,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.0,67,-18.76037135040588,1,0,0,0,2,0,0,537471343.1180617,455981.50583934784,2017744388.371217,6902940679.943129,2017744388.371217,5708767696.347066,3.4211175209935223,0.7568094316565486,1.9232286794170765,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.25,67,-22.917881329326818,7,0,0,0,2,0,0,684425623.9926463,9986189.558631897,2012711030.146664,9022578468.737383,2012711030.146664,7079737987.558238,4.48279873940966,0.7723332481356271,2.7665812841342943,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.5,67,-26.74799300354308,13,0,0,0,2,0,0,819610108.5191453,915986.8288230896,1681801286.00681,11607250555.058657,1681801286.00681,8549525622.806926,6.901677773489142,0.9004412939406143,4.688031808548877,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.75,67,-43.543974525720955,32,0,0,0,3,1,0,1623505118.132842,-989521248.6233215,2065881071.0401864,20433914603.128635,2065881071.0401864,14815437675.601019,9.891137921526145,0.9052104583841152,7.0627267346835945,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.0,67,-46.35152711127057,31,0,0,0,3,1,0,1666254577.3458753,-883527331.5748606,2120969206.9695835,20786245181.326794,2120969206.9695835,14683580004.455015,9.800352175327403,0.866175370132918,6.990610553103093,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.5,67,-51.63923397766516,46,0,0,0,3,1,0,2139075793.92739,-768120949.8105516,2532044378.787128,27178638538.70714,2532044378.787128,18257841242.2699,10.733871320109309,0.9154395447970856,7.732156874775542,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,4.0,67,-56.325963134053914,46,0,0,0,3,1,0,2509358321.7192707,-615931591.2839546,2191926992.385774,30559121327.033833,2191926992.385774,20212401826.61692,13.941669331683423,1.0974869543106993,10.280289743230759,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.75,67,-30.4659819706687,19,0,0,0,2,0,0,961251104.3271608,13254825.877389908,1736478094.5063748,13548844710.459913,1736478094.5063748,9787150779.64627,7.802485244889551,1.0027823634377717,5.403593423632938,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.0,67,-33.97766515674755,22,0,0,0,2,0,0,1126034064.9773297,9157795.82363987,1931138354.4375474,15584275269.162926,1931138354.4375474,11026187073.573032,8.069994173825995,1.0652291502426294,5.616090685607893,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.25,67,-37.35031618603399,20,0,0,0,3,1,0,1222467078.7872322,96455523.72813511,2015569481.1201591,17293820180.302063,2015569481.1201591,12163263051.292791,8.58011611224187,0.8817123547879595,6.021308992218077,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.5,67,-40.48526707628829,21,0,0,0,3,1,0,1394637875.9119697,58080992.3857069,2054852990.3736753,18224891782.85484,2054852990.3736753,12723117255.299425,8.869194958584671,0.9528696307397082,6.250940442603491,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.0,68,-34.0484615040086,22,0,0,0,0,0,0,1743193350.2032926,0.0,8836203191.886124,28839129030.25923,8836203191.886124,21948315580.705696,3.263746702513685,0.23105908650056795,1.7982202612880946,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.25,68,-37.36731311864558,24,0,0,0,0,0,0,1571427189.2299526,0.0,8307325337.880997,33514082530.87557,8307325337.880997,25165753106.19966,4.034280730291493,0.4786209706166311,2.410298414388619,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.5,68,-40.547319389080485,24,0,0,0,0,0,0,1717919784.0458033,0.0,8925459357.869982,35253636876.05916,8925459357.869982,26245523978.394024,3.9497840349219033,0.42653684590061336,2.3431779766396588,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.75,68,-43.58400143324226,32,1,0,1,1,0,0,2239147724.264773,0.0,9767534921.336018,38003167372.61288,9767534921.336018,28663104974.71616,3.8907633992277293,0.3185934624738549,2.2962945939619424,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.0,68,-18.851614636986614,2,0,0,0,0,0,0,681561217.3874831,0.0,7125587177.700732,14508985956.909323,7125587177.700732,11846437463.964304,2.0361811027047243,0.359644021188815,0.8230964405949086,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.25,68,-22.940833967841623,6,0,0,0,0,0,0,1058273313.5466338,0.0,7720745252.281677,18503279852.37046,7720745252.281677,14409141569.253046,2.3965665551395143,0.36382696821439353,1.109370705167934,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.5,68,-26.85089801585524,8,0,0,0,0,0,0,1264609762.902942,0.0,8111996729.740819,21596449033.562332,8111996729.740819,17024494446.331688,2.6622852243497324,0.2616294518772231,1.3204458639945582,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.75,68,-30.532539078246067,17,0,0,0,0,0,0,1339013255.8924527,0.0,8108773237.962746,25704805371.17859,8108773237.962746,19260891007.592083,3.1699992855684647,0.32307983131404594,1.7237514594530101,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.0,68,-46.4236126662785,53,2,0,2,2,0,0,2772692548.4414043,51808492.83791542,9506467055.590143,41385356581.41169,9506467055.590143,31060115115.24204,4.3533897860694335,0.37552404703503406,2.663784534997087,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.5,68,-51.69973574595781,60,4,0,4,2,0,0,3743047402.4439054,-492337443.0061512,10662140096.368689,57510956790.90148,10662140096.368689,38933226682.70255,5.393941204213642,0.42675628438477164,3.4903525608902863,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,4.0,68,-56.438392977112905,54,4,0,4,3,1,0,4204584145.3358727,41675396.22954559,10922020090.225113,58520148247.90862,10922020090.225113,39544976386.252716,5.357996759251747,0.4529345792520205,3.4617998835348813,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.0,68,-18.83817799077351,2,0,0,0,2,0,0,490919517.7436454,341835.03307533264,1728673839.9713435,5824999453.308984,1728673839.9713435,4951613184.438116,3.3696347562045283,0.8188384775843356,1.882333048007476,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.25,68,-37.39418641107179,22,0,0,0,2,0,0,1297711096.9862387,-84535895.25223827,1686708321.3653407,16540411282.248486,1686708321.3653407,11882126031.261557,9.806325772353759,1.086066706743558,6.995355714385332,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.5,68,-40.618981502217046,25,0,0,0,2,0,0,1482485046.0267222,-19138901.3123312,1959576793.7450078,19152686457.12445,1959576793.7450078,13639915019.85257,9.773889198045238,0.872543054543168,6.969589534333655,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.75,68,-43.543691494602946,45,0,0,0,4,1,1,1452610115.9780118,-14778749221.932705,1948734573.0678535,19148309854.391144,1948734573.0678535,13990292961.069418,9.826022547671203,0.933346854862956,7.011001961564196,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.0,68,-46.43704931249161,47,0,0,0,4,1,1,1399761462.0447514,-17242397876.13973,1790613122.8521004,18538601101.919983,1790613122.8521004,13874036840.36321,10.353214139518634,1.0049708850657812,7.429779645917352,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.25,68,-22.92291843955748,7,0,0,0,2,0,0,649592345.507782,9089382.118935585,1709224116.4387052,8229981149.433776,1709224116.4387052,6371800927.547812,4.81503921591134,0.9228974028957022,3.030498424599669,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.5,68,-26.855376897926277,13,0,0,0,2,0,0,881379473.6750551,7317090.026695251,1911326202.5842056,11013167404.658133,1911326202.5842056,7959811765.157106,5.762055367507544,0.6967238758828542,3.7827661715505125,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.75,68,-30.532539078246067,14,0,0,0,2,0,0,938219197.8326623,3311696.078977585,1752382301.5779674,12227351432.314602,1752382301.5779674,8966283431.821037,6.9775593038712165,0.8344373383462762,4.74830874025642,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.0,68,-34.01710932951135,22,0,0,0,2,0,0,1323123286.871707,-35645194.46452236,1985706905.556048,16952927666.863655,1985706905.556048,11661671776.832092,8.537477318243202,0.6382294054352042,5.987438620060205,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.5,68,-51.70869351009988,48,0,0,0,4,1,1,1814968138.330484,-2141515804.1074543,2053290770.8152337,22821689680.628296,2053290770.8152337,17122540880.390543,11.11468965088039,1.0212044289866054,8.034662114209825,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,4.0,68,-56.42943521297084,56,0,0,0,4,1,1,2484942527.225603,-8323944316.511854,2100388478.8894448,30343930991.51525,2100388478.8894448,20147535585.26705,14.446818432159388,1.027771386776375,10.6815578473162,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.0,69,-18.784480825297155,1,0,0,0,0,0,0,657456205.6313776,0.0,8207837173.5465555,15706578161.121937,8207837173.5465555,12660952915.894466,1.9136074253206976,0.29311997070504736,0.725729332372157,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.25,69,-22.848172235927333,7,0,0,0,0,0,0,920065087.9761573,0.0,8396849763.614492,21651367121.981968,8396849763.614492,16307955954.791826,2.5785107190797185,0.28603857692892487,1.2538991021202515,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.5,69,-26.777304328324735,8,0,0,0,0,0,0,1242285489.1649387,0.0,8542289665.051983,24562891477.25934,8542289665.051983,18538251067.189007,2.8754458629224984,0.3642666295069237,1.4897712477775698,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.75,69,-30.51356806458847,18,0,0,0,0,0,0,1629706900.0989213,0.0,8844999531.348736,29395247336.35671,8844999531.348736,22193976032.267517,3.3233746629576535,0.3880210886936444,1.8455860758867717,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.0,69,-34.007625028033196,19,0,0,0,0,0,0,1898919737.5251393,0.0,8497726303.7826185,33066560189.119343,8497726303.7826185,24372738156.0774,3.8912244295748057,0.42917012992269155,2.2966608160795765,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.25,69,-37.29984301412873,24,1,0,1,2,0,0,2033758881.0805962,-40198261.54287529,8408026525.830271,38118708500.04173,8408026525.830271,27119156686.460033,4.533609448416626,0.41278642006146793,2.806943064153801,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.5,69,-40.538237272931156,26,1,0,1,2,0,0,2505481292.02407,2417252.3109607697,9362815003.362673,41396774796.90299,9362815003.362673,30750458955.937866,4.421402621117181,0.40860108643743986,2.7178109231414407,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.75,69,-43.48957165283696,34,0,0,0,0,0,0,2722923187.9832067,0.0,8881830557.138748,46506698045.1112,8881830557.138748,34000378006.91345,5.236161368529099,0.5252540221588544,3.365019237583574,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.0,69,-46.37362637362637,39,1,0,1,1,0,0,2536301653.5106688,-13467000.0,9989737184.179644,47386324175.503395,9989737184.179644,33674523556.07826,4.743500584834931,0.5470115042563708,2.9736713000262496,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.5,69,-51.630410405920614,48,1,0,1,2,0,0,2289324033.0052576,53121900.10183334,10179411250.687624,55751699178.09711,10179411250.687624,39376545725.098045,5.4769080259264555,0.6469636010657753,3.556257734668339,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.75,69,-30.49562682215743,17,0,0,0,2,0,0,1068332523.8333325,-1833146.4282255173,1904526134.0875103,13477054201.014772,1904526134.0875103,9679978204.16006,7.07632936077921,0.9638910782098882,4.826767305140606,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.0,69,-33.994169096209916,23,0,0,0,2,0,0,1200860446.2793782,-915945.0371208191,1701805962.4039977,14786950013.841873,1701805962.4039977,10734809421.41489,8.688975324163042,1.0053255689079794,6.107781935629609,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.25,69,-37.3581520520296,22,0,0,0,2,0,0,1417879697.333411,-27569974.93467045,1747088377.797131,17533087107.700012,1747088377.797131,12452431071.616335,10.035603997209995,0.8174257221072079,7.177484195876144,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.5,69,-40.484413545638034,21,0,0,0,2,0,0,1462374268.566251,12496687.695251465,2011140883.4441614,19455211956.390793,2011140883.4441614,13247967802.110682,9.673719089770053,0.9577473443466205,6.89001883056373,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,4.0,69,-56.326530612244895,54,3,0,3,3,1,0,4598765987.426482,107723994.39648914,10822164860.438372,60371942050.728355,10822164860.438372,42655049808.53215,5.578545774277077,0.5910846584112446,3.6369942668045723,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.0,69,-18.753083651042836,3,0,0,0,2,0,0,542820080.8037907,3468965.799480438,1886555415.2434459,7246841228.503907,1886555415.2434459,5634584671.536522,3.841308434382118,0.7770016876400794,2.2570097571434418,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.25,69,-22.901995963220457,7,0,0,0,2,0,0,653980347.3837938,6642168.459329605,1803148216.1706023,8751443449.816097,1803148216.1706023,6730548710.879134,4.853424344894836,0.8228343412623214,3.0609898733972014,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.5,69,-26.781789638932494,13,0,0,0,2,0,0,822494575.4939882,4532168.230401993,1954811255.0298169,10939403993.334967,1954811255.0298169,7948074869.557541,5.59614334385859,0.9229683404626927,3.650972997788814,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.75,69,-43.511998205875756,37,0,0,0,4,1,1,1696464420.9395082,-2879776051.7103443,1733587338.4512982,20873422417.58383,1733587338.4512982,14580435558.54056,12.040594641300924,1.062901658500767,8.770160088410362,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.0,69,-46.28392016147118,44,0,0,0,4,1,1,1762098277.4784596,-6609908794.679073,2061503676.6700244,21324452458.608658,2061503676.6700244,15251951584.664421,10.344125358560769,0.926875874518885,7.4225599202958,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.5,69,-51.666292890782685,46,0,0,0,4,1,1,1996031375.6189587,-7236366030.993179,1981706111.8285432,22137480895.646458,1981706111.8285432,16687800802.67807,11.170920230558277,1.270106447904976,8.079329199784581,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,4.0,69,-56.42072213500785,57,0,0,0,4,1,1,2799498167.658844,-2147403036.5735435,2097118071.0418851,36088660919.39138,2097118071.0418851,23609612984.202164,17.208692928511127,1.1499751361162671,12.875468797229345,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.0,70,-46.30510909580677,44,2,0,2,1,0,0,2573505979.778381,-192053250.0,9550883257.841753,38274158301.47951,9550883257.841753,27804659738.297997,4.0073946323293725,0.33231748852036724,2.388941287264468,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,3.5,70,-51.60276555625393,48,2,0,2,1,0,0,2374632464.8702297,-165316500.0,9512768547.896158,46128312833.5274,9512768547.896158,32737098073.781433,4.849094414656932,0.3419306449079429,3.057550368316922,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,4.0,70,-56.38412498877615,55,4,0,4,3,1,0,4114246899.4283967,102111665.78488636,10110547040.709034,66944382828.78477,10110547040.709034,45773958711.01306,6.621242407482047,0.472034360538361,4.4652663566651745,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.0,70,-18.68097333213612,1,0,0,0,2,0,0,540969925.0819374,1156432.7679328918,2030578544.0727391,6793268932.543714,2030578544.0727391,5569896419.930889,3.3454844445063565,0.5818203908769284,1.8631491084952272,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.0,70,-33.94091766184789,27,0,0,0,0,0,0,1827136907.0316,0.0,8481575728.9696865,30339678500.204056,8481575728.9696865,22602025292.729485,3.5771275845095376,0.3146113677764626,2.0471561739851865,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.25,70,-37.28113495555356,22,0,0,0,0,0,0,1887473482.2946415,0.0,9195985293.191702,32517549182.133324,9195985293.191702,24346381789.17827,3.5360592851543453,0.32269080411871975,2.0145333333135036,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.5,70,-40.42381251683578,29,0,0,0,0,0,0,1789677008.4294207,0.0,9035615212.119837,37700908757.97224,9035615212.119837,26779837663.293053,4.1724783396489125,0.29724120470766047,2.5200764831681965,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.75,70,-43.476699290652775,35,1,0,1,1,0,0,2139196067.703087,-126610500.0,8725957866.62023,38428852672.00689,8725957866.62023,28438690771.941895,4.403969542302098,0.3450393915628056,2.7039628563470837,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.0,70,-18.716889647122205,2,0,0,0,0,0,0,870805927.9373845,0.0,7200093087.524588,14106961553.06399,7200093087.524588,11649735096.581432,1.9592748845854162,0.24244722735174618,0.7620055422679809,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.25,70,-22.806860016162346,3,0,0,0,0,0,0,1053162506.8046508,0.0,7162590575.236335,17709333749.301144,7162590575.236335,14013874916.155182,2.472476063413245,0.283971267434862,1.1696698612752254,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.5,70,-26.703780192152283,6,0,0,0,0,0,0,1453706270.7376091,0.0,6936252699.735762,20749591255.72386,6936252699.735762,16103276164.147266,2.991469912351135,0.34456159957058907,1.5819356212242957,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.75,70,-30.42111879321182,19,0,0,0,0,0,0,1501218813.164572,0.0,8542032682.357239,25006358230.70122,8542032682.357239,19157276367.204365,2.9274482035580935,0.32863455661317253,1.531079607260323,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.25,70,-22.793391398042562,6,0,0,0,2,0,0,689165790.1268862,-3367581.505877495,1993904378.2081406,8651531884.228285,1993904378.2081406,6570604525.404171,4.338990364223557,0.7288049931924632,2.6523462711289,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.5,70,-26.672353416539462,12,0,0,0,2,0,0,883719557.5149572,6145167.447314262,1819308195.1764886,10637757578.017267,1819308195.1764886,8041987537.654472,5.847144319044477,0.8843241646890925,3.8503570714049764,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,1.75,70,-30.42111879321182,10,0,0,0,2,0,0,1065027413.8665415,6366543.205472946,2196161657.0912547,12713232824.370098,2196161657.0912547,9607799628.780188,5.788841993174749,0.7782841746309634,3.8040442822829643,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.0,70,-33.92295950435486,20,0,0,0,2,0,0,1255757570.3269956,90645260.03279781,2286686243.778914,14798097491.43868,2286686243.778914,10901571649.026247,6.471415801664052,0.7009721574818903,4.346250727415323,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.25,70,-37.254197719314,25,0,0,0,2,0,0,1416963706.4610333,36095880.78138828,2153179721.8795033,18052713872.098293,2153179721.8795033,12736498064.258581,8.384211354331416,0.9062071931773859,5.865690916853841,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.5,70,-40.432791595582295,29,0,0,0,3,1,0,1715468734.1918447,-341651096.6493101,2235125868.261223,20057740302.48443,2235125868.261223,13858043777.798382,8.973875067755355,0.7267058927980723,6.334093691620066,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,2.75,70,-43.41384573942714,42,0,0,0,3,1,0,1750317842.9796796,-1387276745.9112072,2175438178.259343,21835922243.471687,2175438178.259343,14858886919.654144,10.037482315835561,0.7891483389881733,7.178976249119512,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.0,70,-46.32306725329981,49,0,0,0,3,1,0,1932417560.1274762,-1286775050.0581074,2184936871.506933,24052067376.348156,2184936871.506933,15862750045.692242,11.008129200437558,0.8689898626469728,7.950015205248893,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,3.5,70,-51.575828320014374,56,0,0,0,4,1,1,2307591318.845341,-8169017354.043425,2114914015.8548822,27241172294.030426,2114914015.8548822,18761876709.49002,12.88051055022164,0.8934562763382841,9.437352139324155,
OPENDIS,kalman,stressed,direct,reactive,reactive,0.05,0,gapped,4.0,70,-56.352698213163336,49,0,0,0,4,1,1,2453427799.246801,-8309627405.514866,2262072504.950774,28058397292.153374,2262072504.950774,20290398074.596863,12.40384524843688,1.030634733109033,9.058710305160211,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.0,71,-18.6983842010772,6,0,0,0,0,0,0,608660566.4573834,0.0,7773719771.047742,16786141644.364073,7773719771.047742,13338181650.85951,2.1593448360310057,0.24741373610038142,0.9209322631616624,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,1.25,71,-22.782764811490132,11,0,0,0,0,0,0,751381429.3775197,0.0,7954405344.927837,21461248364.29742,7954405344.927837,16635400366.893726,2.6980330312161276,0.21017391567841837,1.3488423407436512,
OPENDIS,kalman,stressed,tiered,reactive,reactive,0.05,0,gapped,2.5,71,-40.43087971274686,25,1,0,1,1,0,0,3413356905.436776,0.0,8701194916.15078,43896469406.28701,8701194916.15078,32573038529.966576,5.044878298819429,0.39534618258935317,3.21307242692169,
