run_id,t,n_margin_calls,n_defaults,n_new_defaults,system_equity,total_margin
38,185,0,40,0,7.252049401711806e+20,4.885756367789578e+20
38,186,0,40,0,7.252049402083761e+20,4.885756367789578e+20
38,187,0,40,0,7.252049402498786e+20,4.885756367789578e+20
38,188,0,40,0,7.252049402052853e+20,4.885756367789578e+20
38,189,0,40,0,7.467641464943148e+20,4.885756367789578e+20
38,190,0,40,0,7.260898255801625e+20,4.885756367789578e+20
38,191,0,40,0,7.26089825613241e+20,4.885756367789578e+20
38,192,0,40,0,7.260898256132428e+20,4.885756367789578e+20
38,193,0,40,0,7.260898256132409e+20,4.885756367789578e+20
38,194,0,40,0,7.260898272841862e+20,4.885756367789578e+20
38,195,0,40,0,7.260898256514486e+20,4.885756367789578e+20
38,196,0,40,0,7.261085254086339e+20,4.885756367789578e+20
38,197,0,40,0,7.260905470420364e+20,4.885756367789578e+20
38,198,0,40,0,7.260905470703892e+20,4.885756367789578e+20
38,199,0,40,0,7.260905470702375e+20,4.885756367789578e+20
38,200,0,40,0,7.302543902239525e+20,4.885756367789578e+20
38,201,0,40,0,7.262455647597227e+20,4.885756367789578e+20
38,202,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,203,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,204,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,205,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,206,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,207,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,208,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,209,0,40,0,7.262455647857864e+20,4.885756367789578e+20
38,210,0,40,0,7.262455647919326e+20,4.885756367789578e+20
38,211,0,40,0,7.262455647919313e+20,4.885756367789578e+20
38,212,0,40,0,7.262455648329762e+20,4.885756367789578e+20
38,213,0,40,0,7.2624556481127e+20,4.885756367789578e+20
38,214,0,40,0,9.274483897381236e+20,4.885756367789578e+20
38,215,0,40,0,7.32587317885222e+20,4.885756367789578e+20
38,216,0,40,0,7.325873179043212e+20,4.885756367789578e+20
38,217,0,40,0,7.325873179057148e+20,4.885756367789578e+20
38,218,0,40,0,7.325873179042636e+20,4.885756367789578e+20
38,219,10,40,0,1.5343525293242276e+22,1.5156266928671865e+21
38,220,0,40,0,1.87258364570409e+20,1.5156266928671865e+21
38,221,0,40,0,1.8725836458799124e+20,1.5156266928671865e+21
38,222,0,40,0,1.8726016748771485e+20,1.5156266928671865e+21
38,223,0,40,0,1.8725836975485013e+20,1.5156266928671865e+21
38,224,0,40,0,1.872583698018347e+20,1.5156266928671865e+21
38,225,0,40,0,1.872583697728156e+20,1.5156266928671865e+21
38,226,0,40,0,3.069492486225438e+20,1.5156266928671865e+21
38,227,0,40,0,1.909623405191479e+20,1.5156266928671865e+21
38,228,0,40,0,1.909623405351452e+20,1.5156266928671865e+21
38,229,0,40,0,1.9096234053582284e+20,1.5156266928671865e+21
38,230,0,40,0,1.909623405351027e+20,1.5156266928671865e+21
38,231,0,40,0,1.1410691112481954e+21,1.5156266928671865e+21
38,232,0,40,0,2.1896010936208428e+20,1.5156266928671865e+21
38,233,0,40,0,2.189601093766896e+20,1.5156266928671865e+21
38,234,0,40,0,2.1896011065138158e+20,1.5156266928671865e+21
38,235,0,40,0,2.1896010931171086e+20,1.5156266928671865e+21
38,236,0,40,0,2.1902601170548385e+20,1.5156266928671865e+21
38,237,0,40,0,2.1896204552163597e+20,1.5156266928671865e+21
38,238,0,40,0,2.1896204553601866e+20,1.5156266928671865e+21
38,239,0,40,0,2.1896204553598937e+20,1.5156266928671865e+21
38,240,0,40,0,2.1896804645177203e+20,1.5156266928671865e+21
38,241,0,40,0,2.189621791827636e+20,1.5156266928671865e+21
38,242,0,40,0,2.189621791999842e+20,1.5156266928671865e+21
38,243,0,40,0,2.189621791963959e+20,1.5156266928671865e+21
