t,log_price,v_smoothed,v_stderr
225,5.331171703418984,5.31530110418952,0.008791533600509974
226,5.334070536253854,5.315835651615938,0.00883868434747073
227,5.333587980629956,5.316347614573236,0.008888046875956006
228,5.3359021268753075,5.3168579803858345,0.008939713361289858
229,5.333732771768991,5.317347626315202,0.008993778876274752
230,5.326904823399949,5.317845049415471,0.009050341413835131
231,5.333153481383494,5.3183806289570255,0.009109501905534619
232,5.337105293755297,5.3188692616762365,0.009171364235902113
233,5.3359021268753075,5.319325354292992,0.009236035252544706
234,5.337538079701318,5.319781962957334,0.009303624772071728
235,5.330881357421299,5.320220204299205,0.009374245581904089
236,5.330106689037444,5.320694125407045,0.009448013438095666
237,5.314043067009519,5.321165935885661,0.009525047059348377
238,5.318952980148108,5.321736707628246,0.009605468117459005
239,5.302657932646457,5.322271745280313,0.00968940122449299
240,5.295713980677922,5.32291143733555,0.009776973917037378
241,5.287913432832644,5.323598255880529,0.00986831663794113
242,5.307772525318792,5.324341442090413,0.009963562716004858
243,5.331752142634274,5.324963121040567,0.010062848344132933
244,5.330445680299558,5.325435711446592,0.010166312556507764
245,5.334890346778876,5.32592219518948,0.010274097205387949
246,5.336335433735558,5.326383716215206,0.010386346938167972
247,5.336576078665127,5.326838342990309,0.010503209175366457
248,5.339555274564281,5.327292682612603,0.010624834090231959
249,5.341041550757815,5.327727726108895,0.010751374590669245
250,5.335661319688458,5.328152004774183,0.0108829863041947
251,5.3255433528016285,5.328609570530585,0.011019827566626538
