t,mid_price,spread,bid_depth,ask_depth,volume,fundamental
1604,3091.5,,0,132,52,3092.088659305623
1605,3090.875,0.25,12,147,47,3091.579341858271
1606,3088.5,2.0,9,204,58,3090.051716337774
1607,3087.375,0.25,8,192,44,3088.269482692516
1608,3086.125,0.25,7,192,48,3086.9963407239607
1609,3081.5,,0,262,26,3082.9227972587064
1610,3081.625,0.25,50,140,48,3082.1588094135805
1611,3077.75,,0,216,28,3079.3582054542385
1612,3076.5,,0,175,42,3077.321565896807
1613,3082.375,0.25,74,71,68,3083.4316943055865
1614,3081.625,1.25,50,128,58,3082.41372869078
1615,3088.625,1.25,85,7,92,3089.54221958397
1616,3083.375,4.75,36,132,38,3087.2512290678624
1617,3089.5,,84,0,88,3091.3247491530897
1618,3093.0,,110,0,86,3094.889185388417
1619,3093.5,,243,0,8,3095.398565159392
1620,3094.0,,232,0,30,3098.1990990510094
1621,3096.25,,214,0,44,3098.199091257289
1622,3094.875,0.25,91,24,60,3095.143879119962
1623,3092.625,0.25,29,55,76,3091.834081694249
1624,3091.625,0.25,47,79,62,3091.834081694249
1625,3093.375,0.25,85,64,63,3094.602621565536
1626,3091.125,0.25,38,118,73,3091.438363777356
1627,3084.0,,0,206,45,3085.3736653221126
1628,3086.0,0.5,65,50,61,3086.4282554574243
1629,3087.875,0.25,73,57,55,3088.274037817436
1630,3084.875,3.25,10,142,41,3088.0103661455896
1631,3085.875,0.25,40,75,47,3086.4283038332264
1632,3086.25,0.5,37,81,67,3087.219399433342
1633,3089.125,0.25,73,3,92,3090.6471392318126
1634,3085.875,0.25,41,160,40,3086.6919875166554
1635,3084.125,0.25,12,125,62,3084.714296836213
1636,3085.25,0.5,85,56,60,3085.637059027727
1637,3083.125,0.25,9,131,58,3083.7912242133275
1638,3079.0,,0,183,28,3080.3634520286278
1639,3083.25,0.5,46,57,98,3084.3184627238866
1640,3079.375,1.25,20,188,19,3081.6816249527496
1641,3074.875,0.25,9,185,27,3076.407836652621
1642,3071.0,,0,209,14,3072.716135011532
1643,3071.375,0.25,11,108,78,3071.9248862041763
1644,3067.25,,0,176,25,3068.7606809584504
1645,3067.625,0.25,25,93,54,3067.969625631942
1646,3070.25,0.5,70,71,62,3070.606431079075
1647,3070.75,0.5,68,75,60,3071.6610612406653
1648,3064.5,1.0,4,194,42,3066.123794776563
1649,3064.375,0.75,19,161,59,3065.3326267206144
1650,3066.5,1.0,55,64,54,3066.651097920365
1651,3070.25,1.0,90,33,45,3069.815278980782
1652,3067.125,1.75,23,182,36,3069.2878145318623
1653,3061.25,,0,203,36,3062.6956839244485
1654,3056.5,,0,228,6,3058.740391252591
1655,3061.25,0.5,61,63,55,3062.168227857536
1656,3065.875,1.75,57,45,81,3066.123399734912
1657,3057.875,4.25,17,165,17,3061.904701324064
1658,3064.5,4.5,62,21,67,3063.7504675596656
1659,3067.25,0.5,88,22,77,3068.23322456724
1660,3070.75,,99,0,90,3072.9794033502058
1661,3064.5,0.5,44,167,10,3066.65118643714
1662,3064.375,0.25,45,88,65,3065.0687452784123
1663,3057.625,1.25,22,182,29,3059.5313820675237
1664,3057.25,0.5,3,95,68,3058.212822282527
1665,3057.5,1.0,9,70,89,3058.4762397621303
1666,3049.5,,0,228,26,3051.2250751371243
1667,3051.625,0.25,59,82,37,3051.884109469015
1668,3053.25,0.5,82,70,57,3053.729847478348
1669,3051.625,0.25,30,151,55,3052.411481033685
1670,3050.5,1.0,26,106,59,3051.6201593539586
1671,3042.0,,0,208,35,3043.709662331193
1672,3040.0,0.5,2,128,50,3041.072583077583
1673,3038.25,,0,129,49,3039.753877800359
1674,3030.25,,0,203,16,3032.371046319736
1675,3040.0,1.0,65,30,73,3040.28114046974
1676,3032.875,6.25,14,181,24,3037.9081036027305
1677,3032.0,1.0,19,124,66,3032.634621527228
1678,3033.0,2.5,39,35,75,3038.6992313856563
1679,3043.125,1.25,117,5,84,3043.1818192589294
1680,3034.0,4.5,53,180,32,3038.172025228749
1681,3040.5,6.0,138,10,52,3037.6443028781464
1682,3030.625,0.25,15,151,52,3030.788798759126
1683,3037.875,5.75,58,20,89,3036.853432781867
1684,3041.625,0.25,49,12,87,3043.709677762459
1685,3047.0,,87,0,94,3056.3666118029773
1686,3050.5,,94,0,92,3059.531438166165
1687,3052.25,,101,0,84,3068.760083705636
1688,3053.25,,255,0,7,3060.8503642742226
1689,3056.5,,243,0,32,3073.63866668072
1690,3059.5,,236,0,29,3076.1443138028058
1691,3059.75,,260,0,9,3085.90039557739
1692,3064.0,,255,0,36,3081.1544993152324
1693,3065.0,,280,0,25,3082.4727127049646
1694,3066.5,,280,0,9,3081.1542091008173
1695,3068.0,,265,0,20,3076.407997965705
1696,3071.5,,181,0,43,3078.517468068136
1697,3071.5,,245,0,0,3084.3183416146617
1698,3071.5,,262,0,0,3079.5717907723783
1699,3067.125,0.25,37,25,100,3063.486907184109
1700,3057.0,,0,54,101,3054.521699748552
1701,3065.75,3.5,23,24,96,3067.4417574580684
1702,3067.375,0.25,88,23,55,3068.2330230675275
1703,3065.75,0.5,24,43,84,3062.6955709736067
1704,3057.125,2.25,9,70,92,3056.1032227507776
1705,3046.75,,0,212,12,3050.038612857717
1706,3056.25,2.5,59,54,74,3057.421266646763
1707,3047.25,1.5,24,205,19,3051.0930578812163
1708,3046.75,0.5,28,111,60,3047.1375313597814
1709,3040.25,,0,170,42,3042.65454808936
1710,3029.25,,0,221,10,3032.63454877562
1711,3029.5,1.0,23,95,80,3031.5792737402257
1712,3021.0,,0,193,37,3023.405427172967
1713,3029.75,0.5,65,53,75,3031.842917174913
1714,3029.75,0.5,53,75,65,3031.447659916597
1715,3029.875,0.75,50,99,70,3031.579431242227
1716,3028.625,0.25,44,133,55,3029.733273136778
1717,3015.875,0.25,5,170,61,3016.54920555068
1718,3014.25,,0,140,57,3015.7575947044397
1719,3007.25,,0,224,37,3010.221042657888
1720,3030.625,0.25,42,29,102,3034.742782450532
1721,3012.75,13.0,24,220,5,3024.7237494382643
1722,3026.25,9.0,45,53,103,3026.173629785482
1723,3017.0,9.5,37,154,50,3024.459908859209
1724,3026.875,0.25,91,30,66,3029.46971507668
1725,3026.75,0.5,68,74,66,3027.624013403973
1726,3021.5,3.0,46,135,40,3024.459767868146
1727,3021.5,0.5,62,106,52,3023.404968342202
1728,3021.75,1.0,71,83,88,3023.932319770438
1729,3021.625,0.75,56,88,72,3024.7237371782808
1730,3026.25,9.5,56,0,122,3036.589502698488
1731,3029.0,,82,0,88,3041.599998639932
1732,3033.5,,78,0,79,3048.7194726601883
1733,3038.75,,56,0,65,3047.6648264039454
1734,3039.25,,157,0,20,3042.91862332491
1735,3040.75,,152,0,13,3045.027843656131
1736,3041.125,0.25,130,7,42,3042.654556430358
1737,3038.625,0.25,29,24,91,3035.007771458464
1738,3036.625,0.25,25,65,72,3035.007554093957
1739,3036.5,1.0,51,42,85,3035.535155092311
1740,3041.25,,180,0,40,3043.4453616442497
1741,3036.375,0.75,54,45,74,3036.8535135294096
1742,3035.875,0.75,54,39,91,3033.6892278504074
1743,3035.375,0.25,80,67,73,3036.061723332042
1744,3016.25,,0,167,53,3018.922814155504
1745,3028.75,13.5,56,53,87,3025.5141722032376
1746,3017.0,3.0,26,161,25,3021.8230589158065
1747,3028.375,1.25,103,53,46,3028.415084617135
1748,3033.625,3.75,97,41,62,3033.161634478313
1749,3035.75,0.5,135,24,44,3036.853279936127
1750,3035.5,0.5,79,44,64,3036.32602533421
1751,3035.5,0.5,113,60,55,3036.062466413983
1752,3037.625,0.25,138,10,76,3040.544755597636
1753,3031.5,4.0,18,79,80,3032.107165258663
1754,3031.625,0.25,26,72,71,3032.897922681981
1755,3030.0,1.0,10,96,55,3032.1069076404056
1756,3030.125,0.75,28,49,66,3032.1067947414017
1757,3027.5,1.0,0,123,49,3029.206365959483
1758,3028.0,0.5,36,65,51,3030.7882831803254
1759,3026.5,1.0,4,129,48,3028.415230026591
1760,3026.625,0.25,22,109,62,3028.9425733994503
1761,3028.0,0.5,44,47,65,3030.788480612255
1762,3032.125,0.75,50,2,110,3035.1390146449635
1763,3026.125,0.25,19,75,66,3027.360659914151
1764,3030.75,3.5,88,15,68,3029.470005326415
1765,3031.375,0.25,79,35,66,3034.2165627631484
1766,3034.0,,83,0,91,3042.654588557085
1767,3034.75,,202,0,15,3046.8739562222627
1768,3043.0,,215,0,7,3054.520991022238
1769,3046.25,,195,0,29,3060.84926435566
1770,3047.5,,204,0,4,3051.88420975231
1771,3047.5,0.5,115,16,61,3047.4015576792312
1772,3049.5,,212,0,29,3053.202374400292
1773,3050.75,,254,0,12,3053.202374400292
1774,3050.375,0.75,93,13,69,3049.032497192271
1775,3050.5,1.0,106,5,73,3049.683959942324
1776,3049.875,0.25,84,50,58,3051.1174654250904
1777,3053.0,,199,0,35,3053.854087492057
1778,3055.75,,229,0,11,3056.59070562805
1779,3055.5,,184,0,14,3057.893794316768
1780,3055.625,0.75,87,10,58,3055.0271895198284
1781,3059.0,,215,0,18,3060.2394725889963
1782,3059.625,0.25,103,2,55,3060.2396002065566
1783,3059.375,0.75,105,27,62,3059.1971977601243
1784,3061.625,0.75,206,18,36,3061.542716758174
1785,3061.5,1.0,101,44,61,3061.021479684998
1786,3059.25,0.5,50,79,79,3058.675745433861
1787,3055.5,1.0,19,49,95,3053.723905672417
1788,3054.125,0.25,29,89,67,3053.2025969787774
1789,3055.5,1.0,75,82,59,3055.8087424713644
1790,3054.875,0.25,38,94,72,3055.026998451456
1791,3055.375,0.25,82,74,59,3056.069504449528
1792,3056.75,0.5,94,15,71,3057.893937749569
1793,3061.0,2.0,181,14,37,3060.239647958856
1794,3063.5,1.0,197,2,43,3063.1066907515387
1795,3064.75,,245,0,10,3068.579831371804
1796,3067.75,,212,0,16,3070.66487538244
1797,3067.625,0.25,136,17,51,3068.319372361148
1798,3067.75,0.5,100,21,58,3068.3196982355626
1799,3069.0,,199,0,28,3081.350680676931
1800,3073.5,,262,0,23,3083.1752900615224
1801,3075.5,,291,0,14,3079.266067865708
1802,3077.75,,252,0,20,3079.266155368191
1803,3081.25,,241,0,33,3086.042396470929
1804,3083.25,,267,0,24,3091.2550780694423
1805,3086.0,,239,0,24,3094.6433063933705
1806,3088.75,,253,0,26,3095.555594823053
1807,3089.25,,281,0,11,3096.207113263355
1808,3091.5,,266,0,10,3094.382899019385
1809,3097.75,,208,0,27,3097.510337344509
1810,3100.75,,181,0,35,3099.855800401565
1811,3092.75,3.0,55,34,66,3093.340400832539
1812,3092.625,0.25,101,15,43,3093.0796430494406
1813,3094.875,0.25,126,6,42,3095.034190379302
1814,3092.875,0.75,46,38,98,3092.2977874249336
1815,3093.25,0.5,88,24,58,3093.3403530668816
1816,3095.5,,161,0,58,3099.073944864288
1817,3096.25,,139,0,30,3097.510393181893
1818,3096.125,0.25,116,37,58,3096.989068471248
1819,3095.375,0.25,65,66,70,3095.6858163380707
1820,3092.875,0.25,12,70,91,3090.994778255208
1821,3095.875,1.25,172,54,32,3095.4251021951777
1822,3094.625,0.25,60,78,71,3093.8615823049745
1823,3094.75,0.5,108,71,65,3095.686023473114
1824,3100.25,0.5,165,9,58,3100.898378201059
1825,3098.375,0.25,79,24,79,3098.5529868271847
1826,3098.125,0.25,124,37,48,3099.0741601845684
1827,3098.25,0.5,154,39,57,3099.334858376552
1828,3101.0,0.5,212,7,39,3101.419838516024
1829,3101.625,0.25,150,21,62,3102.201741948238
1830,3101.25,0.5,86,36,52,3101.680616397546
1831,3103.5,,191,0,38,3104.547428237868
1832,3105.25,,183,0,22,3105.329427289568
1833,3107.5,1.0,163,3,31,3107.1538844616857
1834,3112.25,0.5,188,4,22,3110.541941343589
1835,3107.875,1.25,60,64,58,3109.2388885491514
1836,3107.75,1.5,95,19,70,3107.1538287058183
1837,3104.875,2.25,32,67,98,3104.808006748715
1838,3100.375,0.25,10,80,114,3098.5529227725683
1839,3092.75,,0,113,64,3093.0796309027
1840,3087.5,,0,252,19,3089.430732510189
1841,3085.5,,0,182,40,3087.08521343255
1842,3092.125,2.75,43,75,80,3092.2972571051205
1843,3082.0,,0,222,32,3083.9577747923804
1844,3090.25,4.5,63,69,64,3088.9094712917185
1845,3093.625,0.25,40,55,88,3095.4248947254587
1846,3087.0,2.5,18,128,77,3089.1705436815464
1847,3090.625,7.75,37,31,79,3098.8131347696126
1848,3092.5,,91,0,78,3095.4257469770755
1849,3092.75,,208,0,1,3107.153357881541
1850,3094.75,,207,0,20,3103.2443753427806
1851,3096.25,,185,0,38,3101.1592757612125
1852,3098.75,,195,0,36,3100.116717979364
1853,3098.375,0.25,103,28,48,3099.465183581613
1854,3100.5,,214,0,37,3100.898286308944
1855,3099.125,5.25,35,16,109,3091.776697402284
1856,3094.625,0.25,27,45,95,3092.2978947414213
1857,3101.375,0.75,198,7,30,3100.1165065141727
1858,3100.75,0.5,81,43,61,3101.4198146097856
1859,3099.625,0.25,86,59,58,3100.6377355610757
1860,3094.25,0.5,7,89,92,3092.037483127595
1861,3096.5,0.5,76,83,84,3098.0312713645003
1862,3093.125,0.25,29,116,78,3092.29774341044
1863,3087.0,,0,203,49,3088.9094157244526
1864,3084.5,,0,168,39,3085.26059692768
1865,3084.125,0.75,2,165,49,3083.436179603435
1866,3083.25,0.5,10,150,56,3084.2179874113854
1867,3083.25,0.5,40,119,59,3084.478685600008
1868,3083.875,0.25,64,82,71,3086.30270404528
1869,3075.5,,0,150,68,3075.877962692128
1870,3073.75,,0,146,56,3074.053227092992
1871,3069.25,,0,183,34,3071.1865107619064
1872,3075.375,1.25,62,44,74,3075.877405252471
1873,3068.125,0.25,17,229,12,3070.925947916244
1874,3074.5,2.0,54,39,70,3075.877731879355
1875,3082.875,7.25,45,8,102,3081.8721574635224
1876,3078.25,8.0,28,83,45,3083.436139726077
1877,3084.0,1.0,55,8,82,3086.3031983593887
1878,3085.0,2.5,57,17,99,3093.0792323759943
1879,3086.75,0.5,121,11,65,3088.6489645238444
1880,3088.75,,237,0,18,3089.951702465609
1881,3084.625,0.75,52,42,86,3082.784696771408
1882,3080.625,0.25,40,143,40,3081.6117980279955
1883,3083.0,1.0,60,35,77,3084.999659576464
1884,3078.125,0.25,21,151,46,3080.308557864711
1885,3077.25,0.5,19,117,60,3077.962712195983
1886,3071.25,,0,154,40,3073.532117467501
1887,3071.625,0.25,18,89,61,3073.2714591447093
1888,3074.375,0.25,54,24,84,3076.3990089352155
1889,3078.75,0.5,55,22,75,3080.8295798323074
1890,3075.5,4.0,24,111,49,3079.526853506869
1891,3080.75,,88,0,62,3087.084727252776
1892,3083.5,,76,0,75,3086.30312689866
1893,3085.75,,195,0,22,3087.0847272500887
1894,3080.5,3.0,31,32,85,3079.526765857369
1895,3075.625,0.25,19,136,33,3077.9628398091177
1896,3076.75,0.5,82,37,64,3078.484267805273
1897,3086.125,4.25,80,2,78,3086.302680262754
1898,3079.0,6.0,49,46,71,3081.09063654525
1899,3082.0,0.5,101,22,66,3083.9575437767444
1900,3091.5,,133,0,39,3092.558051045137
1901,3092.625,1.25,162,8,38,3092.8190205011656
1902,3093.5,,239,0,17,3095.685927917894
1903,3095.0,,273,0,24,3098.81348182253
1904,3096.25,,223,0,27,3100.246879776102
1905,3096.125,0.25,118,45,62,3096.989295467112
1906,3099.0,,170,0,60,3100.3772129576864
1907,3098.75,,157,0,57,3099.595604313364
1908,3105.625,0.25,213,10,20,3104.286865294555
1909,3109.0,,226,0,37,3109.238760966437
1910,3108.625,0.25,112,36,62,3109.2388726421195
1911,3108.75,0.5,117,36,74,3107.9360187181487
1912,3110.25,,181,0,50,3115.7545747316167
1913,3111.5,,233,0,27,3117.0579147112658
1914,3113.5,,252,0,29,3117.318724372229
1915,3114.0,,254,0,6,3122.270492452414
1916,3114.5,,228,0,15,3122.5313023280114
1917,3115.0,,210,0,9,3123.83434718017
1918,3117.0,,259,0,11,3122.0101369374347
1919,3117.75,,257,0,13,3124.6162266616548
1920,3117.75,,272,0,0,3123.312982351736
1921,3116.625,0.25,109,32,74,3115.754973161541
1922,3115.625,0.25,93,53,80,3114.712124709108
1923,3111.75,0.5,9,82,89,3110.0211900162544
1924,3118.875,0.25,173,32,24,3117.5789124375237
1925,3114.75,6.5,27,73,91,3115.2334813209927
1926,3113.125,0.25,52,96,81,3112.106110661066
1927,3118.375,1.25,154,47,22,3116.1455904135105
1928,3115.375,4.75,33,82,67,3115.7548339873247
1929,3117.0,1.0,100,77,47,3117.31846150307
1930,3116.25,0.5,45,101,71,3114.972918605508
1931,3114.625,0.75,34,104,75,3114.190791916053
1932,3108.5,,0,125,83,3107.675412178888
1933,3114.5,1.0,189,62,14,3111.193678870284
1934,3114.625,0.75,100,71,63,3114.973128998301
1935,3118.0,,187,0,70,3127.222490829357
1936,3120.25,,216,0,9,3132.95648177679
1937,3122.0,,225,0,22,3133.21737134908
1938,3122.0,,271,0,0,3136.344897295201
1939,3124.25,,265,0,20,3139.4723834831225
1940,3126.25,,239,0,11,3138.4298774426443
1941,3130.0,,258,0,26,3134.259972937244
1942,3131.25,,275,0,11,3135.041629403177
1943,3132.375,0.25,171,4,51,3132.6963172932115
1944,3135.0,,177,0,36,3140.254119325896
1945,3135.5,,206,0,13,3138.169482050684
1946,3136.0,,208,0,11,3140.7756275704664
1947,3139.25,,193,0,34,3141.557451270338
1948,3137.375,0.25,57,26,60,3137.908951065104
1949,3140.25,,222,0,15,3142.339298861941
