regime,seed,agent_id,n_clients,min_kappa,breached
calm,79,31,13,0.07027702171748353,1
calm,79,32,15,0.0724368252267477,1
calm,79,33,14,0.07622888459059704,1
calm,79,34,13,0.0725936961507616,1
calm,79,35,0,0.1852309100959129,0
calm,79,36,0,0.17948571001531952,0
calm,79,37,0,0.18557309867958494,0
calm,79,38,0,0.17850041485780604,0
calm,79,39,0,0.1837165007385881,0
calm,80,30,12,0.08905393371065766,0
calm,80,31,12,0.07881339722163719,1
calm,80,32,17,0.07613219362014718,1
calm,80,33,12,0.07774296918247381,1
calm,80,34,17,0.07868544545574155,1
calm,80,35,0,0.1813284647633381,0
calm,80,36,0,0.18126736370035348,0
calm,80,37,0,0.17140956874576993,0
calm,80,38,0,0.1915884265236298,0
calm,80,39,0,0.19383445222692025,0
calm,81,30,17,0.08458902333266131,0
calm,81,31,15,0.07988724039885622,1
calm,81,32,11,0.07862608874453002,1
calm,81,33,11,0.08267979077781402,0
calm,81,34,15,0.08711811659793922,0
calm,81,35,0,0.17708704672667724,0
calm,81,36,0,0.44795144851303453,0
calm,81,37,0,0.29573394569874933,0
calm,81,38,0,0.18065151962031242,0
calm,81,39,0,0.194680447174934,0
calm,82,30,11,0.084307388157018,0
calm,82,31,18,0.08616983432332322,0
calm,82,32,16,0.08396513332938953,0
calm,82,33,13,0.08184269480112127,0
calm,82,34,12,0.0883623497065663,0
calm,82,35,0,0.19800226073660476,0
calm,82,36,0,0.1866531419575422,0
calm,82,37,0,0.18852564631933139,0
calm,82,38,0,0.181249034203339,0
calm,82,39,0,0.18287144168393585,0
calm,83,30,13,0.07952649878754295,1
calm,83,31,14,0.07656676508542633,1
calm,83,32,12,0.07803766847218856,1
calm,83,33,13,0.07601930851018321,1
calm,83,34,15,0.08111791272363937,0
calm,83,35,0,0.17448415444759105,0
calm,83,36,0,0.1840385569762179,0
calm,83,37,0,0.17161302248766,0
calm,83,38,0,0.1807262861492856,0
calm,83,39,0,0.18879033358638944,0
calm,84,30,15,0.08896421740299912,0
