t,client_id,kind,cm_id,cm_kind,shortfall,closeout_loss,im_posted,assumed_pos,regime,seed
7739,4,FundamentalTrader,30,BCM,0.0,0.0,244821805.25592452,681,stressed,133
8099,27,FundamentalTrader,30,BCM,0.0,0.0,328136919.42958516,854,stressed,133
8099,14,FundamentalTrader,31,BCM,0.0,0.0,370661370.66693366,969,stressed,133
8099,11,FundamentalTrader,31,BCM,0.0,0.0,138854569.19721043,363,stressed,133
8099,2,FundamentalTrader,102,NBCM,0.0,0.0,258583164.67579684,676,stressed,133
14159,52,MomentumTrader,100,NBCM,0.0,0.0,421186860.02820784,-982,stressed,133
14159,81,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,365428925.4012556,-852,stressed,133
8699,19,FundamentalTrader,32,BCM,0.0,0.0,298999983.41104734,798,stressed,134
8759,20,FundamentalTrader,34,BCM,0.0,0.0,216702580.59656447,587,stressed,134
12059,70,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,174004533.7862832,-380,stressed,134
12179,56,MomentumTrader,102,NBCM,0.0,0.0,570114662.7347261,-1233,stressed,134
7079,4,FundamentalTrader,32,BCM,0.0,0.0,331508887.31560856,1126,stressed,135
7739,21,FundamentalTrader,31,BCM,0.0,0.0,356510172.20689255,1072,stressed,135
8099,8,FundamentalTrader,32,BCM,0.0,0.0,353649877.4285069,925,stressed,135
8519,7,FundamentalTrader,30,BCM,0.0,0.0,122880247.92860667,281,stressed,135
14159,43,MomentumTrader,100,NBCM,0.0,0.0,721925780.8540003,-1602,stressed,135
14999,62,ZeroIntelligenceTrader,33,BCM,0.0,0.0,263226420.53214502,-575,stressed,135
14999,56,MomentumTrader,33,BCM,0.0,0.0,233470390.385033,-510,stressed,135
16079,76,ZeroIntelligenceTrader,34,BCM,0.0,0.0,255522190.4041782,-585,stressed,135
20339,89,ZeroIntelligenceTrader,34,BCM,0.0,0.0,144179134.3677667,-407,stressed,135
20339,90,ZeroIntelligenceTrader,34,BCM,0.0,0.0,35779097.22639911,-101,stressed,135
20459,44,MomentumTrader,33,BCM,0.0,0.0,459781586.8158932,-1290,stressed,135
20579,73,ZeroIntelligenceTrader,34,BCM,0.0,0.0,66220658.24232287,-186,stressed,135
7079,3,FundamentalTrader,31,BCM,0.0,0.0,365793276.58666915,1244,stressed,136
7079,20,FundamentalTrader,33,BCM,0.0,0.0,321686370.2458328,1094,stressed,136
7739,26,FundamentalTrader,34,BCM,0.0,0.0,236614211.05502906,626,stressed,136
8099,9,FundamentalTrader,101,NBCM,0.0,0.0,261972332.52429047,685,stressed,136
8759,23,FundamentalTrader,31,BCM,0.0,0.0,252705743.65568236,685,stressed,136
8759,2,FundamentalTrader,34,BCM,0.0,0.0,734506767.3262242,1991,stressed,136
15179,82,ZeroIntelligenceTrader,30,BCM,0.0,0.0,112056218.29789533,-240,stressed,136
16019,48,MomentumTrader,30,BCM,0.0,0.0,530822073.8261282,-1217,stressed,136
20279,40,MomentumTrader,30,BCM,0.0,0.0,165069751.83747414,-460,stressed,136
20579,93,ZeroIntelligenceTrader,30,BCM,0.0,0.0,241900849.65928084,-680,stressed,136
7739,16,FundamentalTrader,32,BCM,0.0,0.0,185233086.4740342,594,stressed,137
8099,14,FundamentalTrader,32,BCM,0.0,0.0,356320271.14677894,931,stressed,137
8099,23,FundamentalTrader,34,BCM,0.0,0.0,185762103.56033206,486,stressed,137
8759,4,FundamentalTrader,32,BCM,0.0,0.0,60148958.14944263,163,stressed,137
8759,25,FundamentalTrader,102,NBCM,0.0,0.0,123619024.41756615,335,stressed,137
14159,41,MomentumTrader,34,BCM,0.0,0.0,504442979.46718377,-1176,stressed,137
14159,50,MomentumTrader,34,BCM,0.0,0.0,340155852.65091556,-793,stressed,137
14159,59,MomentumTrader,34,BCM,0.0,0.0,203959084.305885,-462,stressed,137
14999,43,MomentumTrader,34,BCM,0.0,0.0,689125849.1434743,-1485,stressed,137
14999,47,MomentumTrader,34,BCM,0.0,0.0,646644247.9776212,-1413,stressed,137
8759,9,FundamentalTrader,30,BCM,0.0,0.0,244772537.0774408,663,stressed,138
14159,65,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,486090940.7136863,-1133,stressed,138
7979,22,FundamentalTrader,31,BCM,0.0,0.0,282619791.7078577,733,stressed,139
7979,2,FundamentalTrader,34,BCM,0.0,0.0,389807106.980415,1011,stressed,139
8099,25,FundamentalTrader,30,BCM,0.0,0.0,306670986.81873643,802,stressed,139
8759,17,FundamentalTrader,33,BCM,0.0,0.0,276788565.52974564,750,stressed,139
8759,8,FundamentalTrader,100,NBCM,0.0,0.0,203347332.80918646,551,stressed,139
14159,46,MomentumTrader,101,NBCM,0.0,0.0,545048422.1565869,-1182,stressed,139
15179,60,ZeroIntelligenceTrader,33,BCM,0.0,0.0,122333506.70542033,-262,stressed,139
20279,50,MomentumTrader,33,BCM,0.0,0.0,212041726.30893824,-591,stressed,139
20339,87,ZeroIntelligenceTrader,33,BCM,0.0,0.0,142792736.67633286,-403,stressed,139
20399,44,MomentumTrader,33,BCM,0.0,0.0,366979081.7242415,-1032,stressed,139
20579,73,ZeroIntelligenceTrader,33,BCM,0.0,0.0,231109526.6416967,-649,stressed,139
5699,1,FundamentalTrader,30,BCM,0.0,0.0,500113503.3218866,1571,stressed,140
7019,0,FundamentalTrader,32,BCM,0.0,0.0,286138023.18168765,958,stressed,140
7739,15,FundamentalTrader,30,BCM,0.0,0.0,374647936.11950064,1201,stressed,140
7739,12,FundamentalTrader,32,BCM,0.0,0.0,153406505.4044135,488,stressed,140
7739,28,FundamentalTrader,33,BCM,0.0,0.0,146754066.6184095,398,stressed,140
7739,18,FundamentalTrader,34,BCM,0.0,0.0,185785180.530889,533,stressed,140
8099,13,FundamentalTrader,33,BCM,0.0,0.0,300981351.381922,787,stressed,140
8099,23,FundamentalTrader,101,NBCM,0.0,0.0,249351767.5997626,652,stressed,140
8099,10,FundamentalTrader,31,BCM,0.0,0.0,352336155.23792815,910,stressed,141
8099,0,FundamentalTrader,31,BCM,0.0,0.0,280038268.4702214,728,stressed,141
8759,20,FundamentalTrader,30,BCM,0.0,0.0,102574384.3754821,278,stressed,141
12059,45,MomentumTrader,100,NBCM,0.0,0.0,470315635.1615,-1027,stressed,141
14159,40,MomentumTrader,34,BCM,0.0,0.0,833783762.2352126,-1917,stressed,141
14159,47,MomentumTrader,34,BCM,0.0,0.0,644678258.8742821,-1503,stressed,141
14159,48,MomentumTrader,34,BCM,0.0,0.0,443807223.4627462,-974,stressed,141
14159,83,ZeroIntelligenceTrader,34,BCM,0.0,0.0,88679636.55726682,-193,stressed,141
14159,53,MomentumTrader,100,NBCM,0.0,0.0,744189473.8169526,-1735,stressed,141
14159,87,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,201810608.20953238,-452,stressed,141
14999,80,ZeroIntelligenceTrader,34,BCM,0.0,0.0,54464028.204082035,-119,stressed,141
