ft_sigma_c,zi_alpha,zi_delta,zi_mu,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.5,0.13999999999999999,0.26,0.08124999999999999,37.561626815487934,22.598300758348813,7.296013199052529,3.730017341475662,3.5832044764026345,0.35409104020828963,0.0003444703443560901,23.684852964796256,-0.0958884153304278,9.685389163269886e-05,-0.0005109206301776239,-0.001448174573588999,0.38058639098600383,0.22883286479804102,0.16989450220170701,0.1400401262581602,2.6921494571186995,0.19398106442497365
0.5,0.13999999999999999,0.26,0.11562499999999999,37.52503765565344,22.925929498752723,7.1297860869881475,3.5729067962648338,3.3907024286920464,0.5057128449556956,0.00034209055253831363,17.18538726507462,-0.09204192074675321,-0.0006798593292481105,-0.0023915120571279054,-0.00026588052530677396,0.35818215756006405,0.21066210435500143,0.17270805574684447,0.12945289871576884,2.773646409157791,0.19679338967364457
0.5,0.13999999999999999,0.26,0.15,36.97849151252194,22.42261224317916,7.197032632651633,3.7269227573746986,3.538983710789197,0.0929401685272481,0.0003430532882626864,19.863852271476876,-0.09293012227311827,-0.0019189464484666463,-0.0002753940343942045,-0.0010576987359082954,0.33383709944774703,0.18857706860978476,0.14754455710166883,0.13930611433854334,2.734521539412034,0.192472975584831
0.5,0.13999999999999999,0.34,0.0125,37.219192346430695,22.710521010450446,6.087579666322455,3.3327599798722223,3.831429072966389,1.2569026168191821,0.0003271697957403869,20.388159563542438,-0.0883153960876707,0.001482237796086015,-0.0018470961521239234,-0.00152220657630786,0.3570325484004416,0.1991213659604463,0.16093445719872823,0.12704825652884202,2.8448483167859924,0.19494434941642025
0.5,0.13999999999999999,0.34,0.046875,37.36808967344006,22.454974079294594,6.131866324139064,3.3682843803616547,4.105323173441381,1.3076417162033733,0.00032780382604145967,21.010426382676215,-0.08555492232023217,0.0010948840988546714,0.0006229169935366066,-0.0018802252610188976,0.3364765237507566,0.18431349678187195,0.14754769270671872,0.11719575840523083,2.8496576483328386,0.19275076564894011
0.5,0.13999999999999999,0.34,0.08124999999999999,36.86152794203294,22.47217211866137,6.522550501929166,3.571563582736124,4.0509932332075245,0.24424850549875335,0.0003333970592877879,20.546829366994952,-0.08972941908757233,-6.790216161450798e-05,4.553851025712192e-05,-0.0009523667706984387,0.344333190946873,0.19020585976861795,0.1475210903999357,0.12282860662330264,2.7488633777010407,0.19289839152656973
0.5,0.13999999999999999,0.34,0.11562499999999999,37.426124044887366,22.52520182779169,6.695569610181639,3.435480498828172,4.312306374006786,0.4575657340790782,0.0003358740887748835,19.1756780548992,-0.08732988803927731,0.0014324678596621104,-0.0006987043566489848,-0.003990734538197877,0.34278578044176333,0.18135390890336436,0.14286273221954068,0.12024104847570309,2.7690827605704342,0.19335359209820768
0.5,0.13999999999999999,0.34,0.15,36.657343533263656,22.52551568008241,6.522770541243738,3.3491517573246172,3.5245116200440147,0.7353939345688771,0.0003334002094824457,18.823723738383674,-0.0865876481636117,-0.0002916503683331469,-0.001574054720932534,-0.002572307267292411,0.3313699021358334,0.18568066617534604,0.15379222297570275,0.1344702678277079,2.7954168489842193,0.1933562861680883
0.5,0.26,0.02,0.0125,26.429147385959684,15.793032742724481,3.3461140416023265,2.0197026138605487,3.1985916556858216,2.0717063320865075,0.00028792158056416685,37.16619673492095,-0.04416820382724141,-0.005235938340304033,-0.005012240364785116,-0.0036699030852752044,0.35137900234246877,0.2075099886470799,0.15989012230683994,0.14652980053609668,2.5293444111318326,0.13556547170035982
0.5,0.26,0.02,0.046875,24.889062916458986,15.112905233241971,3.150273824433909,1.8375101359583146,3.642661162795058,1.145712560029734,0.0002851178324834779,36.108571377407486,-0.04349305395848616,-0.0038234167180103058,-0.004273825654383226,-0.0023102746191203147,0.35173979488830115,0.19862083090458926,0.15304315750169306,0.13866463059479908,2.6171152055327154,0.12972733990253504
0.5,0.26,0.02,0.08124999999999999,24.332022049592414,13.887078547853745,3.00594617566512,1.8162846811881486,3.366371040086944,2.256341604798457,0.0002830515645121866,41.71106186083129,-0.0404072546962218,-0.00581344877483807,-0.004404557260068138,-0.002563970410035958,0.34494520506239157,0.20690681858838333,0.15008159372602267,0.14064680725402348,2.5118436621534066,0.11920499276790386
