ft_sigma_c,zi_alpha,zi_delta,p_zi,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.5,0.26,0.1625,0.15,12.824361150293186,6.193002648649283,0.1290154534417699,1.8208072602569998,1.2241030220986036,3.45743276584653,0.0018429169272865514,4.038102716035293,-0.025069162149247665,0.00942474933037622,0.004080503040692373,0.004712837308113644,0.2540241389721846,0.177451058129932,0.17037813631058685,0.15641838468604422,3.8267301459071335,0.05522931479983595
0.5,0.26,0.1625,0.3125,22.75616926336082,15.282965433578157,0.891143130074257,2.849312027722732,1.5211148666208718,2.2116338053648,0.001682225134001285,5.944237129589185,-0.041506917095855515,0.009837321546512985,0.008130041784002045,0.008637008195900362,0.3242279445290844,0.23335420461103337,0.2066306860921857,0.1632397726968081,3.5931626836589765,0.13629377490904088
0.5,0.26,0.1625,0.475,28.89950130826821,22.55175074596474,1.192204509463445,2.445994722110678,2.0093781520063896,0.7001731787229596,0.0016348030040259167,25.97116351303654,-0.04603413194690913,0.0034487556121079697,0.0019103348456707006,0.005282799632949218,0.3702156963898989,0.23086654829648623,0.21089183325394575,0.17070712996192403,3.3097878904128546,0.2011169398592093
0.5,0.26,0.1625,0.6375000000000001,35.74390302791085,27.71157655156149,0.995396317332211,3.5932947180730084,2.563866848570587,0.8797685923735519,0.0016658035384896866,127.0127354796551,-0.07258440338343987,0.0021376503011943174,0.005505208275329388,0.0010774088045569091,0.39138865481852303,0.24687587401717748,0.19164568235093857,0.1559419598317439,3.013573973335756,0.24713236402373373
0.5,0.26,0.1625,0.8,40.5432657301442,31.584275632529934,0.8461569362513537,3.1272340587004837,2.8910576606746035,2.0945414419878263,0.0016893112010846654,187.5771843774804,-0.07155238784816847,0.0031173239417562164,-0.0009259948085172453,-0.007414529309218649,0.38693423431541846,0.19299993374354754,0.16543150244883406,0.14347668490413018,2.7858234126974217,0.2816691677040117
0.5,0.26,0.275,0.15,13.993625274380669,7.461553504796496,0.012416331736658726,1.9599597046724888,1.7723651514266525,2.787330581748373,0.0018206390897472849,4.221201150168562,-0.029435717251253688,0.011963270821840849,0.0020410783138091713,0.0035787849047399893,0.23701910015226146,0.1729309502145557,0.14998677300512975,0.1470344675114611,3.701096659645247,0.06654227533748991
0.5,0.26,0.275,0.3125,25.092541555981544,16.97408152628771,1.381380357910203,2.9845190281614657,1.8164162211253607,1.9361444224968067,0.001605004689504659,9.878306538923898,-0.040216672780106946,0.01856549173218416,0.009194455018506882,0.003920941999461874,0.30448236569972,0.21684418666829283,0.16945461245009685,0.13078354456746175,3.541512812312233,0.15137518022180868
0.5,0.26,0.275,0.475,33.23984399629694,23.7336102880288,2.268174148513527,3.9303044428663263,2.5907826854071967,0.7169724314810872,0.0014653200494998157,13.209171051324354,-0.0557222307305556,0.023311809091946162,0.011264055075642376,0.004878624301476178,0.37532609398170663,0.2581360169381521,0.18992776659862054,0.14642358625280139,3.3129374827297915,0.21165678561756407
0.5,0.26,0.275,0.6375000000000001,39.423358719689396,28.06229096851546,1.1283506219874488,4.529357088907485,3.55548440398837,2.14787563629063,0.001644861043876338,82.46245463779321,-0.08678181402128511,0.004853669080899521,0.008211022160988025,0.0047959629078275475,0.3997699281379899,0.22444989833354087,0.14838228282298038,0.10207976703712496,2.775824100762261,0.2502600418300748
0.5,0.26,0.275,0.8,44.45930600108956,33.14674436711259,2.053140352720946,3.816410464614517,3.2879909523860356,2.155019864255466,0.00149919141697266,137.97392886537705,-0.06486190379658205,0.008449020918758777,0.00946726043822079,0.006696424292596819,0.3726242625200385,0.19374522026860141,0.15028207616541628,0.10813851202903109,2.7744846718107197,0.29560329344283853
